,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,,Team,Start Date,End Date
3777,MP Stoinis,2,1,4.0,0,9,0,,,2.25,,0,0,,Australia,2022-08-01,2022-09-01
3778,AT Carey,2,,,,,,,,,,,,,Australia,2022-08-01,2022-09-01
3779,AJ Finch,2,,,,,,,,,,,,,Australia,2022-08-01,2022-09-01
3780,SPD Smith,2,,,,,,,,,,,,,Australia,2022-08-01,2022-09-01
3781,DA Warner,2,,,,,,,,,,,,,Australia,2022-08-01,2022-09-01
3782,TA Boult,3,3,30.0,8,103,10,4/38,10.3,3.43,18.0,2,0,,New Zealand,2022-09-01,2022-10-01
3783,MJ Henry,2,2,20.0,0,83,5,3/33,16.6,4.15,24.0,0,0,,New Zealand,2022-09-01,2022-10-01
3784,LH Ferguson,2,2,19.0,0,116,3,2/60,38.66,6.1,38.0,0,0,,New Zealand,2022-09-01,2022-10-01
3785,MJ Santner,3,3,27.0,1,121,2,1/22,60.5,4.48,81.0,0,0,,New Zealand,2022-09-01,2022-10-01
3786,TG Southee,2,2,20.0,1,96,2,1/39,48.0,4.8,60.0,0,0,,New Zealand,2022-09-01,2022-10-01
3787,MG Bracewell,2,2,6.0,0,37,0,,,6.16,,0,0,,New Zealand,2022-09-01,2022-10-01
3788,DJ Mitchell,3,1,2.0,0,7,0,,,3.5,,0,0,,New Zealand,2022-09-01,2022-10-01
3789,JDS Neesham,3,3,21.0,0,120,0,,,5.71,,0,0,,New Zealand,2022-09-01,2022-10-01
3790,FH Allen,1,,,,,,,,,,,,,New Zealand,2022-09-01,2022-10-01
3791,DP Conway,3,,,,,,,,,,,,,New Zealand,2022-09-01,2022-10-01
3792,MJ Guptill,2,,,,,,,,,,,,,New Zealand,2022-09-01,2022-10-01
3793,TWM Latham,3,,,,,,,,,,,,,New Zealand,2022-09-01,2022-10-01
3794,GD Phillips,1,,,,,,,,,,,,,New Zealand,2022-09-01,2022-10-01
3795,KS Williamson,3,,,,,,,,,,,,,New Zealand,2022-09-01,2022-10-01
3796,JR Hazlewood,4,4,36.0,5,123,7,3/30,17.57,3.41,30.8,0,0,,Australia,2022-09-01,2022-10-01
3797,MA Starc,4,4,33.5,2,148,7,3/60,21.14,4.37,29.0,0,0,,Australia,2022-09-01,2022-10-01
3798,A Zampa,4,4,37.0,0,158,7,5/35,22.57,4.27,31.7,0,1,,Australia,2022-09-01,2022-10-01
3799,SA Abbott,2,2,15.0,7,32,4,2/1,8.0,2.13,22.5,0,0,,Australia,2022-09-01,2022-10-01
3800,GJ Maxwell,4,3,17.0,0,79,4,4/52,19.75,4.64,25.5,1,0,,Australia,2022-09-01,2022-10-01
3801,C Green,3,3,17.0,0,75,3,2/25,25.0,4.41,34.0,0,0,,Australia,2022-09-01,2022-10-01
3802,MP Stoinis,3,3,11.0,0,45,2,1/6,22.5,4.09,33.0,0,0,,Australia,2022-09-01,2022-10-01
3803,AC Agar,1,1,5.0,0,16,1,1/16,16.0,3.2,30.0,0,0,,Australia,2022-09-01,2022-10-01
3804,AT Carey,4,,,,,,,,,,,,,Australia,2022-09-01,2022-10-01
3805,AJ Finch,4,,,,,,,,,,,,,Australia,2022-09-01,2022-10-01
3806,JP Inglis,1,,,,,,,,,,,,,Australia,2022-09-01,2022-10-01
3807,M Labuschagne,3,,,,,,,,,,,,,Australia,2022-09-01,2022-10-01
3808,SPD Smith,4,,,,,,,,,,,,,Australia,2022-09-01,2022-10-01
3809,DA Warner,3,,,,,,,,,,,,,Australia,2022-09-01,2022-10-01
3810,Kuldeep Yadav,3,3,21.1,1,106,6,4/18,17.66,5.0,21.1,1,0,,India,2022-10-01,2022-11-01
3811,Mohammed Siraj,3,3,23.0,1,104,5,3/38,20.8,4.52,27.6,0,0,,India,2022-10-01,2022-11-01
3812,Shahbaz Ahmed,2,2,17.0,0,86,3,2/32,28.66,5.05,34.0,0,0,,India,2022-10-01,2022-11-01
3813,SN Thakur,3,3,15.0,1,79,3,2/35,26.33,5.26,30.0,0,0,,India,2022-10-01,2022-11-01
3814,Washington Sundar,2,2,13.0,0,75,3,2/15,25.0,5.76,26.0,0,0,,India,2022-10-01,2022-11-01
3815,Ravi Bishnoi,1,1,8.0,0,69,1,1/69,69.0,8.62,48.0,0,0,,India,2022-10-01,2022-11-01
3816,Avesh Khan,3,3,20.0,1,94,0,,,4.7,,0,0,,India,2022-10-01,2022-11-01
3817,S Dhawan,3,,,,,,,,,,,,,India,2022-10-01,2022-11-01
3818,RD Gaikwad,1,,,,,,,,,,,,,India,2022-10-01,2022-11-01
3819,Ishan Kishan,3,,,,,,,,,,,,,India,2022-10-01,2022-11-01
3820,SS Iyer,3,,,,,,,,,,,,,India,2022-10-01,2022-11-01
3821,SV Samson,3,,,,,,,,,,,,,India,2022-10-01,2022-11-01
3822,Shubman Gill,3,,,,,,,,,,,,,India,2022-10-01,2022-11-01
3823,L Ngidi,2,2,13.0,0,73,4,3/52,18.25,5.61,19.5,0,0,,South Africa,2022-10-01,2022-11-01
3824,K Rabada,2,2,18.0,3,95,3,2/36,31.66,5.27,36.0,0,0,,South Africa,2022-10-01,2022-11-01
3825,BC Fortuin,2,2,13.0,2,72,2,1/20,36.0,5.53,39.0,0,0,,South Africa,2022-10-01,2022-11-01
3826,WD Parnell,2,2,16.0,1,82,2,1/38,41.0,5.12,48.0,0,0,,South Africa,2022-10-01,2022-11-01
3827,KA Maharaj,2,2,15.0,1,68,1,1/23,68.0,4.53,90.0,0,0,,South Africa,2022-10-01,2022-11-01
3828,T Shamsi,1,1,8.0,0,89,1,1/89,89.0,11.12,48.0,0,0,,South Africa,2022-10-01,2022-11-01
3829,M Jansen,1,1,5.1,0,43,0,,,8.32,,0,0,,South Africa,2022-10-01,2022-11-01
3830,AK Markram,3,1,3.0,0,22,0,,,7.33,,0,0,,South Africa,2022-10-01,2022-11-01
3831,A Nortje,2,2,13.5,1,75,0,,,5.42,,0,0,,South Africa,2022-10-01,2022-11-01
3832,T Bavuma,1,,,,,,,,,,,,,South Africa,2022-10-01,2022-11-01
3833,Q de Kock,3,,,,,,,,,,,,,South Africa,2022-10-01,2022-11-01
3834,RR Hendricks,2,,,,,,,,,,,,,South Africa,2022-10-01,2022-11-01
3835,H Klaasen,3,,,,,,,,,,,,,South Africa,2022-10-01,2022-11-01
3836,JN Malan,3,,,,,,,,,,,,,South Africa,2022-10-01,2022-11-01
3837,DA Miller,3,,,,,,,,,,,,,South Africa,2022-10-01,2022-11-01
3838,AL Phehlukwayo,1,,,,,,,,,,,,,South Africa,2022-10-01,2022-11-01
3839,Umran Malik,3,2,15.0,0,97,3,2/66,32.33,6.46,30.0,0,0,,India,2022-11-01,2022-12-01
3840,SN Thakur,1,1,9.0,1,63,1,1/63,63.0,7.0,54.0,0,0,,India,2022-11-01,2022-12-01
3841,Arshdeep Singh,3,2,13.1,1,89,0,,,6.75,,0,0,,India,2022-11-01,2022-12-01
3842,YS Chahal,3,1,10.0,0,67,0,,,6.7,,0,0,,India,2022-11-01,2022-12-01
3843,DL Chahar,2,1,5.0,0,30,0,,,6.0,,0,0,,India,2022-11-01,2022-12-01
3844,Washington Sundar,3,2,13.0,0,58,0,,,4.46,,0,0,,India,2022-11-01,2022-12-01
3845,S Dhawan,3,,,,,,,,,,,,,India,2022-11-01,2022-12-01
3846,DJ Hooda,2,,,,,,,,,,,,,India,2022-11-01,2022-12-01
3847,SS Iyer,3,,,,,,,,,,,,,India,2022-11-01,2022-12-01
3848,RR Pant,3,,,,,,,,,,,,,India,2022-11-01,2022-12-01
3849,SV Samson,1,,,,,,,,,,,,,India,2022-11-01,2022-12-01
3850,Shubman Gill,3,,,,,,,,,,,,,India,2022-11-01,2022-12-01
3851,SA Yadav,3,,,,,,,,,,,,,India,2022-11-01,2022-12-01
3852,TG Southee,3,3,21.3,1,121,5,3/73,24.2,5.62,25.8,0,0,,New Zealand,2022-11-01,2022-12-01
3853,LH Ferguson,3,3,22.5,1,132,4,3/59,33.0,5.78,34.2,0,0,,New Zealand,2022-11-01,2022-12-01
3854,AF Milne,2,2,20.0,0,124,4,3/57,31.0,6.2,30.0,0,0,,New Zealand,2022-11-01,2022-12-01
3855,DJ Mitchell,3,1,7.0,0,25,3,3/25,8.33,3.57,14.0,0,0,,New Zealand,2022-11-01,2022-12-01
3856,MJ Henry,3,3,24.0,3,97,1,1/20,97.0,4.04,144.0,0,0,,New Zealand,2022-11-01,2022-12-01
3857,MJ Santner,3,3,13.0,0,80,1,1/15,80.0,6.15,78.0,0,0,,New Zealand,2022-11-01,2022-12-01
3858,MG Bracewell,1,1,2.0,0,18,0,,,9.0,,0,0,,New Zealand,2022-11-01,2022-12-01
3859,FH Allen,3,,,,,,,,,,,,,New Zealand,2022-11-01,2022-12-01
3860,DP Conway,3,,,,,,,,,,,,,New Zealand,2022-11-01,2022-12-01
3861,TWM Latham,3,,,,,,,,,,,,,New Zealand,2022-11-01,2022-12-01
3862,GD Phillips,3,,,,,,,,,,,,,New Zealand,2022-11-01,2022-12-01
3863,KS Williamson,3,,,,,,,,,,,,,New Zealand,2022-11-01,2022-12-01
3864,OP Stone,2,2,20.0,1,135,4,4/85,33.75,6.75,30.0,1,0,,England,2022-11-01,2022-12-01
3865,DJ Willey,3,3,26.0,0,158,4,2/44,39.5,6.07,39.0,0,0,,England,2022-11-01,2022-12-01
3866,AU Rashid,1,1,10.0,0,57,3,3/57,19.0,5.7,20.0,0,0,,England,2022-11-01,2022-12-01
3867,LA Dawson,3,3,30.0,0,188,2,1/65,94.0,6.26,90.0,0,0,,England,2022-11-01,2022-12-01
3868,CR Woakes,2,2,20.0,0,104,2,2/42,52.0,5.2,60.0,0,0,,England,2022-11-01,2022-12-01
3869,MM Ali,2,1,4.0,0,24,1,1/24,24.0,6.0,24.0,0,0,,England,2022-11-01,2022-12-01
3870,CJ Jordan,1,1,7.0,0,49,1,1/49,49.0,7.0,42.0,0,0,,England,2022-11-01,2022-12-01
3871,SM Curran,2,2,16.0,1,121,0,,,7.56,,0,0,,England,2022-11-01,2022-12-01
3872,DJ Malan,3,1,1.5,0,12,0,,,6.54,,0,0,,England,2022-11-01,2022-12-01
3873,L Wood,1,1,10.0,0,59,0,,,5.9,,0,0,,England,2022-11-01,2022-12-01
3874,SW Billings,3,,,,,,,,,,,,,England,2022-11-01,2022-12-01
3875,JC Buttler,2,,,,,,,,,,,,,England,2022-11-01,2022-12-01
3876,JJ Roy,3,,,,,,,,,,,,,England,2022-11-01,2022-12-01
3877,PD Salt,3,,,,,,,,,,,,,England,2022-11-01,2022-12-01
3878,JM Vince,3,,,,,,,,,,,,,England,2022-11-01,2022-12-01
3879,A Zampa,3,3,25.3,2,131,11,4/31,11.9,5.13,13.9,2,0,,Australia,2022-11-01,2022-12-01
3880,PJ Cummins,2,2,16.0,2,87,5,3/62,17.4,5.43,19.2,0,0,,Australia,2022-11-01,2022-12-01
3881,MA Starc,2,2,18.0,1,92,5,4/47,18.4,5.11,21.6,1,0,,Australia,2022-11-01,2022-12-01
3882,JR Hazlewood,2,2,14.0,1,54,3,2/33,18.0,3.85,28.0,0,0,,Australia,2022-11-01,2022-12-01
3883,SA Abbott,1,1,8.0,0,45,2,2/45,22.5,5.62,24.0,0,0,,Australia,2022-11-01,2022-12-01
3884,MR Marsh,2,2,7.0,0,30,1,1/18,30.0,4.28,42.0,0,0,,Australia,2022-11-01,2022-12-01
3885,MP Stoinis,3,2,8.0,0,52,1,1/23,52.0,6.5,48.0,0,0,,Australia,2022-11-01,2022-12-01
3886,AC Agar,2,2,17.0,0,103,0,,,6.05,,0,0,,Australia,2022-11-01,2022-12-01
3887,C Green,1,1,7.0,0,38,0,,,5.42,,0,0,,Australia,2022-11-01,2022-12-01
3888,AT Carey,3,,,,,,,,,,,,,Australia,2022-11-01,2022-12-01
3889,TM Head,3,,,,,,,,,,,,,Australia,2022-11-01,2022-12-01
3890,M Labuschagne,3,,,,,,,,,,,,,Australia,2022-11-01,2022-12-01
3891,SPD Smith,3,,,,,,,,,,,,,Australia,2022-11-01,2022-12-01
3892,DA Warner,3,,,,,,,,,,,,,Australia,2022-11-01,2022-12-01
3893,Rashid Khan,3,2,18.0,0,77,5,4/37,15.4,4.27,21.6,1,0,,Afghanistan,2022-11-01,2022-12-01
3894,Fazalhaq Farooqi,3,3,20.2,0,127,4,4/49,31.75,6.24,30.5,1,0,,Afghanistan,2022-11-01,2022-12-01
3895,Gulbadin Naib,3,2,14.0,0,82,3,3/34,27.33,5.85,28.0,0,0,,Afghanistan,2022-11-01,2022-12-01
3896,Mohammad Nabi,3,2,12.0,0,83,2,2/56,41.5,6.91,36.0,0,0,,Afghanistan,2022-11-01,2022-12-01
3897,Yamin Ahmadzai,2,1,6.0,0,46,2,2/46,23.0,7.66,18.0,0,0,,Afghanistan,2022-11-01,2022-12-01
3898,Mujeeb Ur Rahman,3,3,16.0,0,105,0,,,6.56,,0,0,,Afghanistan,2022-11-01,2022-12-01
3899,Noor Ahmad,1,1,4.0,0,32,0,,,8.0,,0,0,,Afghanistan,2022-11-01,2022-12-01
3900,Hashmatullah Shahidi,3,,,,,,,,,,,,,Afghanistan,2022-11-01,2022-12-01
3901,Ibrahim Zadran,3,,,,,,,,,,,,,Afghanistan,2022-11-01,2022-12-01
3902,Najibullah Zadran,3,,,,,,,,,,,,,Afghanistan,2022-11-01,2022-12-01
3903,Rahmanullah Gurbaz,3,,,,,,,,,,,,,Afghanistan,2022-11-01,2022-12-01
3904,Rahmat Shah,3,,,,,,,,,,,,,Afghanistan,2022-11-01,2022-12-01
3905,Mohammed Siraj,3,3,25.0,1,132,6,3/32,22.0,5.28,25.0,0,0,,India,2022-12-01,2023-01-01
3906,Washington Sundar,3,3,16.0,0,56,6,3/37,9.33,3.5,16.0,0,0,,India,2022-12-01,2023-01-01
3907,SN Thakur,3,3,24.0,2,98,4,3/30,24.5,4.08,36.0,0,0,,India,2022-12-01,2023-01-01
3908,Umran Malik,2,2,18.0,2,101,4,2/43,25.25,5.61,27.0,0,0,,India,2022-12-01,2023-01-01
3909,AR Patel,2,2,12.0,0,62,2,2/22,31.0,5.16,36.0,0,0,,India,2022-12-01,2023-01-01
3910,KR Sen,1,1,5.0,0,37,2,2/37,18.5,7.4,15.0,0,0,,India,2022-12-01,2023-01-01
3911,DL Chahar,2,2,11.0,1,44,1,1/32,44.0,4.0,66.0,0,0,,India,2022-12-01,2023-01-01
3912,Kuldeep Yadav,1,1,10.0,1,53,1,1/53,53.0,5.3,60.0,0,0,,India,2022-12-01,2023-01-01
3913,Shahbaz Ahmed,1,1,9.0,0,39,0,,,4.33,,0,0,,India,2022-12-01,2023-01-01
3914,S Dhawan,3,,,,,,,,,,,,,India,2022-12-01,2023-01-01
3915,Ishan Kishan,1,,,,,,,,,,,,,India,2022-12-01,2023-01-01
3916,SS Iyer,3,,,,,,,,,,,,,India,2022-12-01,2023-01-01
3917,V Kohli,3,,,,,,,,,,,,,India,2022-12-01,2023-01-01
3918,KL Rahul,3,,,,,,,,,,,,,India,2022-12-01,2023-01-01
3919,RG Sharma,2,,,,,,,,,,,,,India,2022-12-01,2023-01-01
3920,Ebadot Hossain,3,3,27.2,0,172,9,4/47,19.11,6.29,18.2,1,0,,Bangladesh,2022-12-01,2023-01-01
3921,Shakib Al Hasan,3,3,30.0,3,143,9,5/36,15.88,4.76,20.0,0,1,,Bangladesh,2022-12-01,2023-01-01
3922,Mehidy Hasan Miraz,3,3,25.1,1,165,4,2/46,41.25,6.55,37.7,0,0,,Bangladesh,2022-12-01,2023-01-01
3923,Mustafizur Rahman,3,3,27.0,2,128,2,1/43,64.0,4.74,81.0,0,0,,Bangladesh,2022-12-01,2023-01-01
3924,Taskin Ahmed,1,1,9.0,1,89,2,2/89,44.5,9.88,27.0,0,0,,Bangladesh,2022-12-01,2023-01-01
3925,Mahmudullah,3,2,4.5,0,44,1,1/33,44.0,9.1,29.0,0,0,,Bangladesh,2022-12-01,2023-01-01
3926,Afif Hossain,3,1,1.0,0,14,0,,,14.0,,0,0,,Bangladesh,2022-12-01,2023-01-01
3927,Hasan Mahmud,1,1,7.0,1,40,0,,,5.71,,0,0,,Bangladesh,2022-12-01,2023-01-01
3928,Nasum Ahmed,1,1,10.0,0,54,0,,,5.4,,0,0,,Bangladesh,2022-12-01,2023-01-01
3929,Anamul Haque,3,,,,,,,,,,,,,Bangladesh,2022-12-01,2023-01-01
3930,Litton Das,3,,,,,,,,,,,,,Bangladesh,2022-12-01,2023-01-01
3931,Mushfiqur Rahim,3,,,,,,,,,,,,,Bangladesh,2022-12-01,2023-01-01
3932,Najmul Hossain Shanto,2,,,,,,,,,,,,,Bangladesh,2022-12-01,2023-01-01
3933,Yasir Ali,1,,,,,,,,,,,,,Bangladesh,2022-12-01,2023-01-01
3934,Mohammed Siraj,5,5,38.4,5,148,14,4/32,10.57,3.82,16.5,2,0,,India,2023-01-01,2023-02-01
3935,Kuldeep Yadav,5,5,39.3,2,201,11,3/51,18.27,5.08,21.5,0,0,,India,2023-01-01,2023-02-01
3936,Mohammed Shami,5,5,38.0,4,217,7,3/18,31.0,5.71,32.5,0,0,,India,2023-01-01,2023-02-01
3937,SN Thakur,3,3,19.2,1,125,6,3/45,20.83,6.46,19.3,0,0,,India,2023-01-01,2023-02-01
3938,Umran Malik,3,3,22.0,0,157,6,3/57,26.16,7.13,22.0,0,0,,India,2023-01-01,2023-02-01
3939,HH Pandya,5,5,30.0,3,182,5,2/16,36.4,6.06,36.0,0,0,,India,2023-01-01,2023-02-01
3940,YS Chahal,2,2,17.2,0,101,3,2/43,33.66,5.82,34.6,0,0,,India,2023-01-01,2023-02-01
3941,Washington Sundar,4,3,16.0,1,106,2,2/7,53.0,6.62,48.0,0,0,,India,2023-01-01,2023-02-01
3942,AR Patel,3,2,15.0,0,74,1,1/16,74.0,4.93,90.0,0,0,,India,2023-01-01,2023-02-01
3943,SS Iyer,3,1,1.0,0,2,0,,,2.0,,0,0,,India,2023-01-01,2023-02-01
3944,Ishan Kishan,3,,,,,,,,,,,,,India,2023-01-01,2023-02-01
3945,V Kohli,6,,,,,,,,,,,,,India,2023-01-01,2023-02-01
3946,KL Rahul,3,,,,,,,,,,,,,India,2023-01-01,2023-02-01
3947,RG Sharma,6,,,,,,,,,,,,,India,2023-01-01,2023-02-01
3948,Shubman Gill,6,,,,,,,,,,,,,India,2023-01-01,2023-02-01
3949,SA Yadav,4,,,,,,,,,,,,,India,2023-01-01,2023-02-01
3950,Naseem Shah,2,2,18.5,0,115,8,5/57,14.37,6.1,14.1,0,1,,Pakistan,2023-01-01,2023-02-01
3951,Mohammad Nawaz (3),3,3,30.0,0,129,6,4/38,21.5,4.3,30.0,1,0,,Pakistan,2023-01-01,2023-02-01
3952,Usama Mir,3,3,30.0,0,145,4,2/42,36.25,4.83,45.0,0,0,,Pakistan,2023-01-01,2023-02-01
3953,Mohammad Wasim (1),3,3,20.0,0,124,3,2/35,41.33,6.2,40.0,0,0,,Pakistan,2023-01-01,2023-02-01
3954,Agha Salman,3,3,18.0,0,88,2,2/42,44.0,4.88,54.0,0,0,,Pakistan,2023-01-01,2023-02-01
3955,Haris Rauf,3,3,25.0,1,142,1,1/47,142.0,5.68,150.0,0,0,,Pakistan,2023-01-01,2023-02-01
3956,Mohammad Hasnain,1,1,6.1,0,42,0,,,6.81,,0,0,,Pakistan,2023-01-01,2023-02-01
3957,Babar Azam,3,,,,,,,,,,,,,Pakistan,2023-01-01,2023-02-01
3958,Fakhar Zaman,3,,,,,,,,,,,,,Pakistan,2023-01-01,2023-02-01
3959,Haris Sohail,3,,,,,,,,,,,,,Pakistan,2023-01-01,2023-02-01
3960,Imam-ul-Haq,2,,,,,,,,,,,,,Pakistan,2023-01-01,2023-02-01
3961,Kamran Ghulam,1,,,,,,,,,,,,,Pakistan,2023-01-01,2023-02-01
3962,Mohammad Rizwan,3,,,,,,,,,,,,,Pakistan,2023-01-01,2023-02-01
3963,Shan Masood,1,,,,,,,,,,,,,Pakistan,2023-01-01,2023-02-01
3964,TG Southee,3,3,24.1,1,144,6,3/56,24.0,5.95,24.1,0,0,,New Zealand,2023-01-01,2023-02-01
3965,MG Bracewell,6,6,44.0,0,224,5,2/44,44.8,5.09,52.8,0,0,,New Zealand,2023-01-01,2023-02-01
3966,LH Ferguson,6,6,50.0,1,296,4,2/63,74.0,5.92,75.0,0,0,,New Zealand,2023-01-01,2023-02-01
3967,BM Tickner,3,3,24.0,0,164,4,3/76,41.0,6.83,36.0,0,0,,New Zealand,2023-01-01,2023-02-01
3968,JA Duffy,1,1,10.0,0,100,3,3/100,33.33,10.0,20.0,0,0,,New Zealand,2023-01-01,2023-02-01
3969,MJ Santner,6,6,54.1,0,283,3,1/28,94.33,5.22,108.3,0,0,,New Zealand,2023-01-01,2023-02-01
3970,HB Shipley,3,3,20.0,1,131,3,2/74,43.66,6.55,40.0,0,0,,New Zealand,2023-01-01,2023-02-01
3971,IS Sodhi,2,2,18.0,0,88,3,2/38,29.33,4.88,36.0,0,0,,New Zealand,2023-01-01,2023-02-01
3972,DJ Mitchell,6,2,9.0,0,71,2,2/30,35.5,7.88,27.0,0,0,,New Zealand,2023-01-01,2023-02-01
3973,GD Phillips,6,2,8.0,0,48,2,1/13,24.0,6.0,24.0,0,0,,New Zealand,2023-01-01,2023-02-01
3974,FH Allen,6,,,,,,,,,,,,,New Zealand,2023-01-01,2023-02-01
3975,DP Conway,6,,,,,,,,,,,,,New Zealand,2023-01-01,2023-02-01
3976,TWM Latham,6,,,,,,,,,,,,,New Zealand,2023-01-01,2023-02-01
3977,HM Nicholls,3,,,,,,,,,,,,,New Zealand,2023-01-01,2023-02-01
3978,KS Williamson,3,,,,,,,,,,,,,New Zealand,2023-01-01,2023-02-01
3979,JC Archer,2,2,19.1,1,121,7,6/40,17.28,6.31,16.4,0,1,,England,2023-01-01,2023-02-01
3980,AU Rashid,3,3,30.0,0,195,6,3/68,32.5,6.5,30.0,0,0,,England,2023-01-01,2023-02-01
3981,SM Curran,3,3,26.0,1,145,4,3/35,36.25,5.57,39.0,0,0,,England,2023-01-01,2023-02-01
3982,OP Stone,2,2,17.0,1,85,3,2/48,28.33,5.0,34.0,0,0,,England,2023-01-01,2023-02-01
3983,MM Ali,3,3,14.0,0,112,1,1/51,112.0,8.0,84.0,0,0,,England,2023-01-01,2023-02-01
3984,CR Woakes,2,2,14.1,1,111,1,1/51,111.0,7.83,85.0,0,0,,England,2023-01-01,2023-02-01
3985,RJW Topley,2,2,16.0,0,122,0,,,7.62,,0,0,,England,2023-01-01,2023-02-01
3986,DJ Willey,1,1,6.0,0,38,0,,,6.33,,0,0,,England,2023-01-01,2023-02-01
3987,HC Brook,3,,,,,,,,,,,,,England,2023-01-01,2023-02-01
3988,JC Buttler,3,,,,,,,,,,,,,England,2023-01-01,2023-02-01
3989,BM Duckett,3,,,,,,,,,,,,,England,2023-01-01,2023-02-01
3990,DJ Malan,3,,,,,,,,,,,,,England,2023-01-01,2023-02-01
3991,JJ Roy,3,,,,,,,,,,,,,England,2023-01-01,2023-02-01
3992,A Nortje,2,2,19.0,1,126,6,4/62,21.0,6.63,19.0,1,0,,South Africa,2023-01-01,2023-02-01
3993,L Ngidi,2,2,19.0,0,128,5,4/62,25.6,6.73,22.8,1,0,,South Africa,2023-01-01,2023-02-01
3994,SSB Magala,2,2,18.0,0,122,4,3/46,30.5,6.77,27.0,0,0,,South Africa,2023-01-01,2023-02-01
3995,M Jansen,2,2,20.0,0,119,3,2/53,39.66,5.95,40.0,0,0,,South Africa,2023-01-01,2023-02-01
3996,K Rabada,1,1,10.0,0,46,2,2/46,23.0,4.6,30.0,0,0,,South Africa,2023-01-01,2023-02-01
3997,KA Maharaj,1,1,8.0,0,51,1,1/51,51.0,6.37,48.0,0,0,,South Africa,2023-01-01,2023-02-01
3998,AK Markram,3,3,10.0,0,79,1,1/26,79.0,7.9,60.0,0,0,,South Africa,2023-01-01,2023-02-01
3999,WD Parnell,3,3,27.0,1,149,1,1/54,149.0,5.51,162.0,0,0,,South Africa,2023-01-01,2023-02-01
4000,T Shamsi,2,2,13.2,0,116,1,1/55,116.0,8.7,80.0,0,0,,South Africa,2023-01-01,2023-02-01
4001,T Bavuma,3,,,,,,,,,,,,,South Africa,2023-01-01,2023-02-01
4002,Q de Kock,2,,,,,,,,,,,,,South Africa,2023-01-01,2023-02-01
4003,RR Hendricks,1,,,,,,,,,,,,,South Africa,2023-01-01,2023-02-01
4004,H Klaasen,3,,,,,,,,,,,,,South Africa,2023-01-01,2023-02-01
4005,DA Miller,3,,,,,,,,,,,,,South Africa,2023-01-01,2023-02-01
4006,HE van der Dussen,3,,,,,,,,,,,,,South Africa,2023-01-01,2023-02-01
4007,Taijul Islam,1,1,10.0,0,54,3,3/54,18.0,5.4,20.0,0,0,,Bangladesh,2023-02-01,2023-03-01
4008,Mehidy Hasan Miraz,1,1,10.0,2,35,2,2/35,17.5,3.5,30.0,0,0,,Bangladesh,2023-02-01,2023-03-01
4009,Shakib Al Hasan,1,1,10.0,0,45,1,1/45,45.0,4.5,60.0,0,0,,Bangladesh,2023-02-01,2023-03-01
4010,Taskin Ahmed,1,1,9.0,1,26,1,1/26,26.0,2.88,54.0,0,0,,Bangladesh,2023-02-01,2023-03-01
4011,Mustafizur Rahman,1,1,8.0,0,42,0,,,5.25,,0,0,,Bangladesh,2023-02-01,2023-03-01
4012,Najmul Hossain Shanto,1,1,1.4,0,9,0,,,5.4,,0,0,,Bangladesh,2023-02-01,2023-03-01
4013,Afif Hossain,1,,,,,,,,,,,,,Bangladesh,2023-02-01,2023-03-01
4014,Litton Das,1,,,,,,,,,,,,,Bangladesh,2023-02-01,2023-03-01
4015,Mahmudullah,1,,,,,,,,,,,,,Bangladesh,2023-02-01,2023-03-01
4016,Mushfiqur Rahim,1,,,,,,,,,,,,,Bangladesh,2023-02-01,2023-03-01
4017,Tamim Iqbal,1,,,,,,,,,,,,,Bangladesh,2023-02-01,2023-03-01
4018,JC Archer,2,2,19.1,1,77,8,6/40,9.62,4.01,14.3,0,1,,England,2023-02-01,2023-03-01
4019,AU Rashid,2,2,19.0,0,115,5,3/68,23.0,6.05,22.8,0,0,,England,2023-02-01,2023-03-01
4020,MM Ali,2,2,9.2,0,64,2,2/35,32.0,6.85,28.0,0,0,,England,2023-02-01,2023-03-01
4021,CR Woakes,2,2,16.0,1,79,2,1/28,39.5,4.93,48.0,0,0,,England,2023-02-01,2023-03-01
4022,MA Wood,1,1,8.0,0,34,2,2/34,17.0,4.25,24.0,0,0,,England,2023-02-01,2023-03-01
4023,WG Jacks,1,1,5.0,0,18,1,1/18,18.0,3.6,30.0,0,0,,England,2023-02-01,2023-03-01
4024,SM Curran,1,1,7.0,0,50,0,,,7.14,,0,0,,England,2023-02-01,2023-03-01
4025,RJW Topley,1,1,7.0,0,48,0,,,6.85,,0,0,,England,2023-02-01,2023-03-01
4026,HC Brook,1,,,,,,,,,,,,,England,2023-02-01,2023-03-01
4027,JC Buttler,2,,,,,,,,,,,,,England,2023-02-01,2023-03-01
4028,BM Duckett,1,,,,,,,,,,,,,England,2023-02-01,2023-03-01
4029,DJ Malan,2,,,,,,,,,,,,,England,2023-02-01,2023-03-01
4030,JJ Roy,2,,,,,,,,,,,,,England,2023-02-01,2023-03-01
4031,PD Salt,1,,,,,,,,,,,,,England,2023-02-01,2023-03-01
4032,JM Vince,1,,,,,,,,,,,,,England,2023-02-01,2023-03-01
4033,L Ngidi,1,1,10.0,0,62,4,4/62,15.5,6.2,15.0,1,0,,South Africa,2023-02-01,2023-03-01
4034,M Jansen,1,1,10.0,0,53,2,2/53,26.5,5.3,30.0,0,0,,South Africa,2023-02-01,2023-03-01
