,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,,Team,Start Date,End Date
3528,MJ Swepson,2,2,16.2,0,103,2,2/53,51.5,6.3,49.0,0,0,,Australia,2022-03-01,2022-04-01
3529,SA Abbott,2,2,16.0,0,110,1,1/36,110.0,6.87,96.0,0,0,,Australia,2022-03-01,2022-04-01
3530,MP Stoinis,2,2,6.0,0,32,1,1/23,32.0,5.33,36.0,0,0,,Australia,2022-03-01,2022-04-01
3531,C Green,2,2,9.0,0,53,0,,,5.88,,0,0,,Australia,2022-03-01,2022-04-01
3532,AT Carey,2,,,,,,,,,,,,,Australia,2022-03-01,2022-04-01
3533,AJ Finch,2,,,,,,,,,,,,,Australia,2022-03-01,2022-04-01
3534,M Labuschagne,2,,,,,,,,,,,,,Australia,2022-03-01,2022-04-01
3535,BR McDermott,2,,,,,,,,,,,,,Australia,2022-03-01,2022-04-01
3536,K Rabada,3,3,25.3,0,133,6,5/39,22.16,5.21,25.5,0,1,,South Africa,2022-03-01,2022-04-01
3537,KA Maharaj,3,3,27.0,0,149,3,2/56,49.66,5.51,54.0,0,0,,South Africa,2022-03-01,2022-04-01
3538,M Jansen,1,1,10.0,1,57,2,2/57,28.5,5.7,30.0,0,0,,South Africa,2022-03-01,2022-04-01
3539,L Ngidi,3,3,25.0,3,133,2,1/34,66.5,5.32,75.0,0,0,,South Africa,2022-03-01,2022-04-01
3540,WD Parnell,1,1,2.5,0,6,1,1/6,6.0,2.11,17.0,0,0,,South Africa,2022-03-01,2022-04-01
3541,AL Phehlukwayo,1,1,10.0,1,63,1,1/63,63.0,6.3,60.0,0,0,,South Africa,2022-03-01,2022-04-01
3542,T Shamsi,2,2,17.0,1,67,1,1/26,67.0,3.94,102.0,0,0,,South Africa,2022-03-01,2022-04-01
3543,HE van der Dussen,3,1,1.0,0,3,1,1/3,3.0,3.0,6.0,0,0,,South Africa,2022-03-01,2022-04-01
3544,T Bavuma,3,1,6.1,0,22,0,,,3.56,,0,0,,South Africa,2022-03-01,2022-04-01
3545,D Pretorius,1,1,2.0,0,18,0,,,9.0,,0,0,,South Africa,2022-03-01,2022-04-01
3546,Q de Kock,2,,,,,,,,,,,,,South Africa,2022-03-01,2022-04-01
3547,JN Malan,3,,,,,,,,,,,,,South Africa,2022-03-01,2022-04-01
3548,AK Markram,1,,,,,,,,,,,,,South Africa,2022-03-01,2022-04-01
3549,DA Miller,3,,,,,,,,,,,,,South Africa,2022-03-01,2022-04-01
3550,K Verreynne,3,,,,,,,,,,,,,South Africa,2022-03-01,2022-04-01
3551,Haris Rauf,1,1,8.5,1,39,3,3/39,13.0,4.41,17.6,0,0,,Pakistan,2022-04-01,2022-05-01
3552,Mohammad Wasim (1),1,1,10.0,1,40,3,3/40,13.33,4.0,20.0,0,0,,Pakistan,2022-04-01,2022-05-01
3553,Shaheen Shah Afridi,1,1,8.0,2,40,2,2/40,20.0,5.0,24.0,0,0,,Pakistan,2022-04-01,2022-05-01
3554,Iftikhar Ahmed,1,1,7.0,0,38,1,1/38,38.0,5.42,42.0,0,0,,Pakistan,2022-04-01,2022-05-01
3555,Zahid Mahmood,1,1,8.0,0,51,1,1/51,51.0,6.37,48.0,0,0,,Pakistan,2022-04-01,2022-05-01
3556,Asif Ali,1,,,,,,,,,,,,,Pakistan,2022-04-01,2022-05-01
3557,Babar Azam,1,,,,,,,,,,,,,Pakistan,2022-04-01,2022-05-01
3558,Fakhar Zaman,1,,,,,,,,,,,,,Pakistan,2022-04-01,2022-05-01
3559,Imam-ul-Haq,1,,,,,,,,,,,,,Pakistan,2022-04-01,2022-05-01
3560,Khushdil Shah,1,,,,,,,,,,,,,Pakistan,2022-04-01,2022-05-01
3561,Mohammad Rizwan,1,,,,,,,,,,,,,Pakistan,2022-04-01,2022-05-01
3562,MG Bracewell,2,2,11.0,0,74,4,3/21,18.5,6.72,16.5,0,0,,New Zealand,2022-04-01,2022-05-01
3563,MJ Henry,1,1,7.3,1,36,4,4/36,9.0,4.8,11.2,1,0,,New Zealand,2022-04-01,2022-05-01
3564,DAJ Bracewell,2,2,14.0,3,47,3,2/23,15.66,3.35,28.0,0,0,,New Zealand,2022-04-01,2022-05-01
3565,KA Jamieson,2,2,13.0,1,65,3,2/22,21.66,5.0,26.0,0,0,,New Zealand,2022-04-01,2022-05-01
3566,IS Sodhi,2,2,16.1,1,56,3,2/17,18.66,3.46,32.3,0,0,,New Zealand,2022-04-01,2022-05-01
3567,C de Grandhomme,2,2,10.0,1,40,2,1/20,20.0,4.0,30.0,0,0,,New Zealand,2022-04-01,2022-05-01
3568,BM Tickner,1,1,5.0,0,38,1,1/38,38.0,7.6,30.0,0,0,,New Zealand,2022-04-01,2022-05-01
3569,MJ Guptill,2,,,,,,,,,,,,,New Zealand,2022-04-01,2022-05-01
3570,TWM Latham,2,,,,,,,,,,,,,New Zealand,2022-04-01,2022-05-01
3571,HM Nicholls,2,,,,,,,,,,,,,New Zealand,2022-04-01,2022-05-01
3572,LRPL Taylor,2,,,,,,,,,,,,,New Zealand,2022-04-01,2022-05-01
3573,WA Young,2,,,,,,,,,,,,,New Zealand,2022-04-01,2022-05-01
3574,NT Ellis,1,1,6.0,0,38,1,1/38,38.0,6.33,36.0,0,0,,Australia,2022-04-01,2022-05-01
3575,SA Abbott,1,1,3.0,0,15,0,,,5.0,,0,0,,Australia,2022-04-01,2022-05-01
3576,JP Behrendorff,1,1,9.0,0,51,0,,,5.66,,0,0,,Australia,2022-04-01,2022-05-01
3577,C Green,1,1,3.0,0,19,0,,,6.33,,0,0,,Australia,2022-04-01,2022-05-01
3578,TM Head,1,1,2.0,0,9,0,,,4.5,,0,0,,Australia,2022-04-01,2022-05-01
3579,M Labuschagne,1,1,5.5,0,31,0,,,5.31,,0,0,,Australia,2022-04-01,2022-05-01
3580,A Zampa,1,1,9.0,0,50,0,,,5.55,,0,0,,Australia,2022-04-01,2022-05-01
3581,AT Carey,1,,,,,,,,,,,,,Australia,2022-04-01,2022-05-01
3582,AJ Finch,1,,,,,,,,,,,,,Australia,2022-04-01,2022-05-01
3583,BR McDermott,1,,,,,,,,,,,,,Australia,2022-04-01,2022-05-01
3584,MP Stoinis,1,,,,,,,,,,,,,Australia,2022-04-01,2022-05-01
3585,Mohammad Nawaz (3),3,3,30.0,1,136,7,4/19,19.42,4.53,25.7,1,0,,Pakistan,2022-06-01,2022-07-01
3586,Shadab Khan,3,3,28.0,2,139,7,4/62,19.85,4.96,24.0,1,0,,Pakistan,2022-06-01,2022-07-01
3587,Haris Rauf,2,2,15.0,1,107,4,4/77,26.75,7.13,22.5,1,0,,Pakistan,2022-06-01,2022-07-01
3588,Mohammad Wasim (1),2,2,11.2,1,55,4,3/34,13.75,4.85,17.0,0,0,,Pakistan,2022-06-01,2022-07-01
3589,Shaheen Shah Afridi,2,2,14.0,2,72,3,2/55,24.0,5.14,28.0,0,0,,Pakistan,2022-06-01,2022-07-01
3590,Hasan Ali,2,2,15.2,0,97,2,2/29,48.5,6.32,46.0,0,0,,Pakistan,2022-06-01,2022-07-01
3591,Shahnawaz Dahani,1,1,6.0,0,36,1,1/36,36.0,6.0,36.0,0,0,,Pakistan,2022-06-01,2022-07-01
3592,Babar Azam,3,,,,,,,,,,,,,Pakistan,2022-06-01,2022-07-01
3593,Fakhar Zaman,3,,,,,,,,,,,,,Pakistan,2022-06-01,2022-07-01
3594,Imam-ul-Haq,3,,,,,,,,,,,,,Pakistan,2022-06-01,2022-07-01
3595,Khushdil Shah,3,,,,,,,,,,,,,Pakistan,2022-06-01,2022-07-01
3596,Mohammad Haris,3,,,,,,,,,,,,,Pakistan,2022-06-01,2022-07-01
3597,Mohammad Rizwan,3,,,,,,,,,,,,,Pakistan,2022-06-01,2022-07-01
3598,DJ Willey,3,3,26.2,0,124,8,4/36,15.5,4.7,19.7,1,0,,England,2022-06-01,2022-07-01
3599,MM Ali,3,2,14.0,0,87,3,3/57,29.0,6.21,28.0,0,0,,England,2022-06-01,2022-07-01
3600,BA Carse,2,2,15.0,0,85,3,2/49,28.33,5.66,30.0,0,0,,England,2022-06-01,2022-07-01
3601,AU Rashid,3,3,29.0,0,150,3,2/50,50.0,5.17,58.0,0,0,,England,2022-06-01,2022-07-01
3602,SM Curran,2,2,15.0,0,81,2,2/46,40.5,5.4,45.0,0,0,,England,2022-06-01,2022-07-01
3603,LS Livingstone,3,2,13.0,0,68,2,1/28,34.0,5.23,39.0,0,0,,England,2022-06-01,2022-07-01
3604,RJW Topley,2,2,18.0,1,81,2,2/46,40.5,4.5,54.0,0,0,,England,2022-06-01,2022-07-01
3605,DJ Malan,3,1,0.4,0,5,1,1/5,5.0,7.5,4.0,0,0,,England,2022-06-01,2022-07-01
3606,DA Payne,1,1,9.0,1,38,1,1/38,38.0,4.22,54.0,0,0,,England,2022-06-01,2022-07-01
3607,JC Buttler,3,,,,,,,,,,,,,England,2022-06-01,2022-07-01
3608,EJG Morgan,2,,,,,,,,,,,,,England,2022-06-01,2022-07-01
3609,JJ Roy,3,,,,,,,,,,,,,England,2022-06-01,2022-07-01
3610,PD Salt,3,,,,,,,,,,,,,England,2022-06-01,2022-07-01
3611,PJ Cummins,4,4,31.5,3,142,8,4/35,17.75,4.46,23.8,1,0,,Australia,2022-06-01,2022-07-01
3612,MP Kuhnemann,4,4,38.0,3,191,6,2/26,31.83,5.02,38.0,0,0,,Australia,2022-06-01,2022-07-01
3613,GJ Maxwell,5,5,45.0,2,226,5,2/35,45.2,5.02,54.0,0,0,,Australia,2022-06-01,2022-07-01
3614,JR Hazlewood,5,5,43.3,4,204,4,2/22,51.0,4.68,65.2,0,0,,Australia,2022-06-01,2022-07-01
3615,JA Richardson,2,2,17.0,0,103,3,2/39,34.33,6.05,34.0,0,0,,Australia,2022-06-01,2022-07-01
3616,AC Agar,1,1,10.0,0,49,2,2/49,24.5,4.9,30.0,0,0,,Australia,2022-06-01,2022-07-01
3617,M Labuschagne,5,5,21.0,1,130,2,2/19,65.0,6.19,63.0,0,0,,Australia,2022-06-01,2022-07-01
3618,MR Marsh,3,2,8.0,1,32,2,2/29,16.0,4.0,24.0,0,0,,Australia,2022-06-01,2022-07-01
3619,C Green,3,3,12.0,0,70,1,1/13,70.0,5.83,72.0,0,0,,Australia,2022-06-01,2022-07-01
3620,MJ Swepson,1,1,10.0,0,58,1,1/58,58.0,5.8,60.0,0,0,,Australia,2022-06-01,2022-07-01
3621,TM Head,3,1,1.0,0,9,0,,,9.0,,0,0,,Australia,2022-06-01,2022-07-01
3622,MP Stoinis,1,1,1.0,0,3,0,,,3.0,,0,0,,Australia,2022-06-01,2022-07-01
3623,AT Carey,5,,,,,,,,,,,,,Australia,2022-06-01,2022-07-01
3624,AJ Finch,5,,,,,,,,,,,,,Australia,2022-06-01,2022-07-01
3625,JP Inglis,1,,,,,,,,,,,,,Australia,2022-06-01,2022-07-01
3626,SPD Smith,2,,,,,,,,,,,,,Australia,2022-06-01,2022-07-01
3627,DA Warner,5,,,,,,,,,,,,,Australia,2022-06-01,2022-07-01
3628,Mohammad Nabi,3,3,27.0,3,86,8,4/34,10.75,3.18,20.2,1,0,,Afghanistan,2022-06-01,2022-07-01
3629,Rashid Khan,3,3,27.5,0,126,7,3/31,18.0,4.52,23.8,0,0,,Afghanistan,2022-06-01,2022-07-01
3630,Fazalhaq Farooqi,3,3,25.0,2,100,6,2/25,16.66,4.0,25.0,0,0,,Afghanistan,2022-06-01,2022-07-01
3631,Fareed Ahmad,3,3,25.0,3,92,5,3/56,18.4,3.68,30.0,0,0,,Afghanistan,2022-06-01,2022-07-01
3632,Azmatullah Omarzai,3,3,18.0,0,66,2,1/17,33.0,3.66,54.0,0,0,,Afghanistan,2022-06-01,2022-07-01
3633,Mujeeb Ur Rahman,3,3,22.0,1,90,1,1/23,90.0,4.09,132.0,0,0,,Afghanistan,2022-06-01,2022-07-01
3634,Hashmatullah Shahidi,3,,,,,,,,,,,,,Afghanistan,2022-06-01,2022-07-01
3635,Ibrahim Zadran,3,,,,,,,,,,,,,Afghanistan,2022-06-01,2022-07-01
3636,Najibullah Zadran,3,,,,,,,,,,,,,Afghanistan,2022-06-01,2022-07-01
3637,Rahmanullah Gurbaz,3,,,,,,,,,,,,,Afghanistan,2022-06-01,2022-07-01
3638,Rahmat Shah,3,,,,,,,,,,,,,Afghanistan,2022-06-01,2022-07-01
3639,YS Chahal,6,6,44.5,0,261,14,4/17,18.64,5.82,19.2,2,0,,India,2022-07-01,2022-08-01
3640,JJ Bumrah,2,2,17.2,4,68,8,6/19,8.5,3.92,13.0,0,1,,India,2022-07-01,2022-08-01
3641,SN Thakur,3,3,20.0,0,125,7,3/54,17.85,6.25,17.1,0,0,,India,2022-07-01,2022-08-01
3642,Mohammed Siraj,4,4,32.0,2,183,6,2/14,30.5,5.71,32.0,0,0,,India,2022-07-01,2022-08-01
3643,HH Pandya,3,3,17.0,3,74,6,4/24,12.33,4.35,17.0,1,0,,India,2022-07-01,2022-08-01
3644,Mohammed Shami,3,3,24.0,0,117,4,3/31,29.25,4.87,36.0,0,0,,India,2022-07-01,2022-08-01
3645,M Prasidh Krishna,5,5,36.0,1,219,3,1/26,73.0,6.08,72.0,0,0,,India,2022-07-01,2022-08-01
3646,AR Patel,3,3,22.0,1,121,2,1/38,60.5,5.5,66.0,0,0,,India,2022-07-01,2022-08-01
3647,DJ Hooda,3,3,18.0,1,80,1,1/42,80.0,4.44,108.0,0,0,,India,2022-07-01,2022-08-01
3648,RA Jadeja,3,2,9.0,0,38,1,1/21,38.0,4.22,54.0,0,0,,India,2022-07-01,2022-08-01
3649,Avesh Khan,1,1,6.0,0,54,0,,,9.0,,0,0,,India,2022-07-01,2022-08-01
3650,S Dhawan,6,,,,,,,,,,,,,India,2022-07-01,2022-08-01
3651,SS Iyer,4,,,,,,,,,,,,,India,2022-07-01,2022-08-01
3652,V Kohli,2,,,,,,,,,,,,,India,2022-07-01,2022-08-01
3653,RR Pant,3,,,,,,,,,,,,,India,2022-07-01,2022-08-01
3654,SV Samson,3,,,,,,,,,,,,,India,2022-07-01,2022-08-01
3655,RG Sharma,3,,,,,,,,,,,,,India,2022-07-01,2022-08-01
3656,Shubman Gill,3,,,,,,,,,,,,,India,2022-07-01,2022-08-01
3657,SA Yadav,6,,,,,,,,,,,,,India,2022-07-01,2022-08-01
3658,Mehidy Hasan Miraz,3,3,25.0,3,126,7,4/29,18.0,5.04,21.4,1,0,,Bangladesh,2022-07-01,2022-08-01
3659,Nasum Ahmed,3,3,27.4,8,74,5,3/19,14.8,2.67,33.2,0,0,,Bangladesh,2022-07-01,2022-08-01
3660,Shoriful Islam,2,2,11.0,1,43,5,4/34,8.6,3.9,13.2,1,0,,Bangladesh,2022-07-01,2022-08-01
3661,Taijul Islam,1,1,10.0,2,28,5,5/28,5.6,2.8,12.0,0,1,,Bangladesh,2022-07-01,2022-08-01
3662,Mustafizur Rahman,3,3,21.0,0,70,3,2/24,23.33,3.33,42.0,0,0,,Bangladesh,2022-07-01,2022-08-01
3663,Mosaddek Hossain,2,2,20.0,1,60,2,1/23,30.0,3.0,60.0,0,0,,Bangladesh,2022-07-01,2022-08-01
3664,Afif Hossain,3,1,2.0,1,2,0,,,1.0,,0,0,,Bangladesh,2022-07-01,2022-08-01
3665,Taskin Ahmed,1,1,8.0,0,25,0,,,3.12,,0,0,,Bangladesh,2022-07-01,2022-08-01
3666,Litton Das,3,,,,,,,,,,,,,Bangladesh,2022-07-01,2022-08-01
3667,Mahmudullah,3,,,,,,,,,,,,,Bangladesh,2022-07-01,2022-08-01
3668,Najmul Hossain Shanto,3,,,,,,,,,,,,,Bangladesh,2022-07-01,2022-08-01
3669,Nurul Hasan,3,,,,,,,,,,,,,Bangladesh,2022-07-01,2022-08-01
3670,Tamim Iqbal,3,,,,,,,,,,,,,Bangladesh,2022-07-01,2022-08-01
3671,MJ Henry,3,3,29.0,4,170,7,4/68,24.28,5.86,24.8,1,0,,New Zealand,2022-07-01,2022-08-01
3672,MG Bracewell,4,4,35.0,3,162,5,3/43,32.4,4.62,42.0,0,0,,New Zealand,2022-07-01,2022-08-01
3673,MJ Santner,3,3,30.0,1,163,5,3/71,32.6,5.43,36.0,0,0,,New Zealand,2022-07-01,2022-08-01
3674,JA Duffy,2,2,16.4,1,104,4,3/52,26.0,6.24,25.0,0,0,,New Zealand,2022-07-01,2022-08-01
3675,LH Ferguson,3,3,30.0,1,181,4,2/44,45.25,6.03,45.0,0,0,,New Zealand,2022-07-01,2022-08-01
3676,BM Tickner,4,4,36.0,2,246,4,2/71,61.5,6.83,54.0,0,0,,New Zealand,2022-07-01,2022-08-01
3677,GD Phillips,4,3,9.0,0,49,2,1/9,24.5,5.44,27.0,0,0,,New Zealand,2022-07-01,2022-08-01
3678,IS Sodhi,1,1,10.0,0,62,2,2/62,31.0,6.2,30.0,0,0,,New Zealand,2022-07-01,2022-08-01
3679,DJ Mitchell,1,1,2.0,0,6,1,1/6,6.0,3.0,12.0,0,0,,New Zealand,2022-07-01,2022-08-01
3680,FH Allen,4,,,,,,,,,,,,,New Zealand,2022-07-01,2022-08-01
3681,MS Chapman,1,,,,,,,,,,,,,New Zealand,2022-07-01,2022-08-01
3682,D Cleaver,1,,,,,,,,,,,,,New Zealand,2022-07-01,2022-08-01
3683,MJ Guptill,4,,,,,,,,,,,,,New Zealand,2022-07-01,2022-08-01
3684,TWM Latham,3,,,,,,,,,,,,,New Zealand,2022-07-01,2022-08-01
3685,HM Nicholls,3,,,,,,,,,,,,,New Zealand,2022-07-01,2022-08-01
3686,WA Young,3,,,,,,,,,,,,,New Zealand,2022-07-01,2022-08-01
3687,RJW Topley,5,5,30.5,6,132,11,6/24,12.0,4.28,16.8,0,1,,England,2022-07-01,2022-08-01
3688,MM Ali,6,6,34.2,1,183,4,2/22,45.75,5.33,51.5,0,0,,England,2022-07-01,2022-08-01
3689,AU Rashid,3,3,22.0,1,128,4,3/29,32.0,5.81,33.0,0,0,,England,2022-07-01,2022-08-01
3690,BA Carse,4,4,27.4,0,161,3,1/32,53.66,5.81,55.3,0,0,,England,2022-07-01,2022-08-01
3691,LS Livingstone,6,4,9.0,1,57,3,2/30,19.0,6.33,18.0,0,0,,England,2022-07-01,2022-08-01
3692,DJ Willey,5,5,27.0,4,121,3,1/9,40.33,4.48,54.0,0,0,,England,2022-07-01,2022-08-01
3693,SM Curran,3,3,16.0,1,89,2,1/5,44.5,5.56,48.0,0,0,,England,2022-07-01,2022-08-01
3694,C Overton,3,3,19.0,0,110,1,1/54,110.0,5.78,114.0,0,0,,England,2022-07-01,2022-08-01
3695,MJ Potts,1,1,4.0,0,33,0,,,8.25,,0,0,,England,2022-07-01,2022-08-01
3696,JE Root,6,1,0.1,0,4,0,,,24.0,,0,0,,England,2022-07-01,2022-08-01
3697,BA Stokes,4,3,8.0,0,59,0,,,7.37,,0,0,,England,2022-07-01,2022-08-01
3698,JM Bairstow,6,,,,,,,,,,,,,England,2022-07-01,2022-08-01
3699,JC Buttler,6,,,,,,,,,,,,,England,2022-07-01,2022-08-01
3700,JJ Roy,6,,,,,,,,,,,,,England,2022-07-01,2022-08-01
3701,PD Salt,2,,,,,,,,,,,,,England,2022-07-01,2022-08-01
3702,A Nortje,3,2,14.0,0,106,6,4/53,17.66,7.57,14.0,1,0,,South Africa,2022-07-01,2022-08-01
3703,D Pretorius,3,2,9.0,0,62,4,4/36,15.5,6.88,13.5,1,0,,South Africa,2022-07-01,2022-08-01
3704,T Shamsi,3,2,15.0,0,92,4,2/39,23.0,6.13,22.5,0,0,,South Africa,2022-07-01,2022-08-01
3705,KA Maharaj,3,2,16.0,1,71,2,1/29,35.5,4.43,48.0,0,0,,South Africa,2022-07-01,2022-08-01
3706,AK Markram,3,1,4.0,0,25,2,2/25,12.5,6.25,12.0,0,0,,South Africa,2022-07-01,2022-08-01
3707,L Ngidi,3,2,14.0,0,88,1,1/49,88.0,6.28,84.0,0,0,,South Africa,2022-07-01,2022-08-01
3708,AL Phehlukwayo,1,1,3.0,0,17,0,,,5.66,,0,0,,South Africa,2022-07-01,2022-08-01
3709,Q de Kock,3,,,,,,,,,,,,,South Africa,2022-07-01,2022-08-01
3710,H Klaasen,3,,,,,,,,,,,,,South Africa,2022-07-01,2022-08-01
3711,JN Malan,3,,,,,,,,,,,,,South Africa,2022-07-01,2022-08-01
3712,DA Miller,3,,,,,,,,,,,,,South Africa,2022-07-01,2022-08-01
3713,HE van der Dussen,3,,,,,,,,,,,,,South Africa,2022-07-01,2022-08-01
3714,AR Patel,3,3,24.3,4,74,6,3/24,12.33,3.02,24.5,0,0,,India,2022-08-01,2022-09-01
3715,DL Chahar,2,2,17.0,0,102,5,3/27,20.4,6.0,20.4,0,0,,India,2022-08-01,2022-09-01
3716,M Prasidh Krishna,2,2,14.1,1,78,4,3/50,19.5,5.5,21.2,0,0,,India,2022-08-01,2022-09-01
3717,SN Thakur,2,2,16.0,0,93,4,3/38,23.25,5.81,24.0,0,0,,India,2022-08-01,2022-09-01
3718,Avesh Khan,1,1,9.3,1,66,3,3/66,22.0,6.94,19.0,0,0,,India,2022-08-01,2022-09-01
3719,Kuldeep Yadav,3,3,28.0,1,123,3,2/38,41.0,4.39,56.0,0,0,,India,2022-08-01,2022-09-01
3720,Mohammed Siraj,2,2,16.0,4,52,2,1/16,26.0,3.25,48.0,0,0,,India,2022-08-01,2022-09-01
3721,DJ Hooda,3,2,3.0,0,15,1,1/6,15.0,5.0,18.0,0,0,,India,2022-08-01,2022-09-01
3722,S Dhawan,3,,,,,,,,,,,,,India,2022-08-01,2022-09-01
3723,Ishan Kishan,3,,,,,,,,,,,,,India,2022-08-01,2022-09-01
3724,KL Rahul,3,,,,,,,,,,,,,India,2022-08-01,2022-09-01
3725,SV Samson,3,,,,,,,,,,,,,India,2022-08-01,2022-09-01
3726,Shubman Gill,3,,,,,,,,,,,,,India,2022-08-01,2022-09-01
3727,Naseem Shah,3,3,26.0,0,111,10,5/33,11.1,4.26,15.6,0,1,,Pakistan,2022-08-01,2022-09-01
3728,Haris Rauf,2,2,17.1,1,83,6,3/16,13.83,4.83,17.1,0,0,,Pakistan,2022-08-01,2022-09-01
3729,Mohammad Wasim (1),3,3,27.2,0,133,6,4/36,22.16,4.86,27.3,1,0,,Pakistan,2022-08-01,2022-09-01
3730,Mohammad Nawaz (3),3,3,28.0,1,118,4,3/42,29.5,4.21,42.0,0,0,,Pakistan,2022-08-01,2022-09-01
3731,Shadab Khan,2,2,19.0,0,88,1,1/41,88.0,4.63,114.0,0,0,,Pakistan,2022-08-01,2022-09-01
3732,Agha Salman,3,2,6.0,0,30,0,,,5.0,,0,0,,Pakistan,2022-08-01,2022-09-01
3733,Khushdil Shah,3,1,2.0,0,15,0,,,7.5,,0,0,,Pakistan,2022-08-01,2022-09-01
3734,Shahnawaz Dahani,1,1,10.0,0,37,0,,,3.7,,0,0,,Pakistan,2022-08-01,2022-09-01
3735,Zahid Mahmood,1,1,8.0,0,39,0,,,4.87,,0,0,,Pakistan,2022-08-01,2022-09-01
3736,Abdullah Shafique,1,,,,,,,,,,,,,Pakistan,2022-08-01,2022-09-01
3737,Babar Azam,3,,,,,,,,,,,,,Pakistan,2022-08-01,2022-09-01
3738,Fakhar Zaman,3,,,,,,,,,,,,,Pakistan,2022-08-01,2022-09-01
3739,Imam-ul-Haq,2,,,,,,,,,,,,,Pakistan,2022-08-01,2022-09-01
3740,Mohammad Haris,1,,,,,,,,,,,,,Pakistan,2022-08-01,2022-09-01
3741,Mohammad Rizwan,2,,,,,,,,,,,,,Pakistan,2022-08-01,2022-09-01
3742,Mustafizur Rahman,2,2,14.2,0,74,5,4/17,14.8,5.16,17.2,1,0,,Bangladesh,2022-08-01,2022-09-01
3743,Mehidy Hasan Miraz,3,3,22.0,0,125,4,2/50,31.25,5.68,33.0,0,0,,Bangladesh,2022-08-01,2022-09-01
3744,Hasan Mahmud,2,2,17.0,1,85,3,2/47,28.33,5.0,34.0,0,0,,Bangladesh,2022-08-01,2022-09-01
3745,Taijul Islam,2,2,19.0,0,82,3,2/34,27.33,4.31,38.0,0,0,,Bangladesh,2022-08-01,2022-09-01
3746,Ebadot Hossain,1,1,8.0,1,38,2,2/38,19.0,4.75,24.0,0,0,,Bangladesh,2022-08-01,2022-09-01
3747,Mosaddek Hossain,1,1,9.2,0,67,1,1/67,67.0,7.17,56.0,0,0,,Bangladesh,2022-08-01,2022-09-01
3748,Shoriful Islam,2,2,17.4,0,134,1,1/57,134.0,7.58,106.0,0,0,,Bangladesh,2022-08-01,2022-09-01
3749,Afif Hossain,3,1,0.3,0,6,0,,,12.0,,0,0,,Bangladesh,2022-08-01,2022-09-01
3750,Mahmudullah,3,1,1.2,0,12,0,,,9.0,,0,0,,Bangladesh,2022-08-01,2022-09-01
3751,Taskin Ahmed,2,2,19.0,1,114,0,,,6.0,,0,0,,Bangladesh,2022-08-01,2022-09-01
3752,Anamul Haque,3,,,,,,,,,,,,,Bangladesh,2022-08-01,2022-09-01
3753,Litton Das,1,,,,,,,,,,,,,Bangladesh,2022-08-01,2022-09-01
3754,Mushfiqur Rahim,3,,,,,,,,,,,,,Bangladesh,2022-08-01,2022-09-01
3755,Najmul Hossain Shanto,2,,,,,,,,,,,,,Bangladesh,2022-08-01,2022-09-01
3756,Tamim Iqbal,3,,,,,,,,,,,,,Bangladesh,2022-08-01,2022-09-01
3757,TA Boult,3,3,26.0,2,120,8,3/18,15.0,4.61,19.5,0,0,,New Zealand,2022-08-01,2022-09-01
3758,TG Southee,3,3,27.0,3,108,7,4/22,15.42,4.0,23.1,1,0,,New Zealand,2022-08-01,2022-09-01
3759,MJ Santner,3,3,24.3,0,84,4,2/38,21.0,3.42,36.7,0,0,,New Zealand,2022-08-01,2022-09-01
3760,LH Ferguson,2,2,18.0,0,135,1,1/80,135.0,7.5,108.0,0,0,,New Zealand,2022-08-01,2022-09-01
3761,JDS Neesham,2,2,9.0,0,61,1,1/30,61.0,6.77,54.0,0,0,,New Zealand,2022-08-01,2022-09-01
3762,GD Phillips,1,1,3.0,0,34,1,1/34,34.0,11.33,18.0,0,0,,New Zealand,2022-08-01,2022-09-01
3763,MG Bracewell,3,3,17.0,0,97,0,,,5.7,,0,0,,New Zealand,2022-08-01,2022-09-01
3764,FH Allen,3,,,,,,,,,,,,,New Zealand,2022-08-01,2022-09-01
3765,DP Conway,3,,,,,,,,,,,,,New Zealand,2022-08-01,2022-09-01
3766,MJ Guptill,3,,,,,,,,,,,,,New Zealand,2022-08-01,2022-09-01
3767,TWM Latham,3,,,,,,,,,,,,,New Zealand,2022-08-01,2022-09-01
3768,DJ Mitchell,3,,,,,,,,,,,,,New Zealand,2022-08-01,2022-09-01
3769,KS Williamson,1,,,,,,,,,,,,,New Zealand,2022-08-01,2022-09-01
3770,C Green,2,2,12.0,0,40,7,5/33,5.71,3.33,10.2,0,1,,Australia,2022-08-01,2022-09-01
3771,A Zampa,2,2,13.5,0,78,6,3/21,13.0,5.63,13.8,0,0,,Australia,2022-08-01,2022-09-01
3772,MA Starc,2,2,16.3,2,51,4,3/24,12.75,3.09,24.7,0,0,,Australia,2022-08-01,2022-09-01
3773,AC Agar,1,1,3.0,0,15,1,1/15,15.0,5.0,18.0,0,0,,Australia,2022-08-01,2022-09-01
3774,JR Hazlewood,2,2,16.0,3,52,1,1/16,52.0,3.25,96.0,0,0,,Australia,2022-08-01,2022-09-01
3775,MR Marsh,1,1,6.0,0,22,1,1/22,22.0,3.66,36.0,0,0,,Australia,2022-08-01,2022-09-01
3776,GJ Maxwell,2,1,4.0,0,19,0,,,4.75,,0,0,,Australia,2022-08-01,2022-09-01
