,Player,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,Team,Start Date,End Date
1129,L Ronchi,3,3,7,5,2,5.0,0,,2.333,,New Zealand,2016-12-01,2017-01-01
1130,NT Broom,3,3,5,5,0,0.0,5,,1.666,,New Zealand,2016-12-01,2017-01-01
1131,MJ Santner,6,6,3,3,0,0.0,3,,0.5,,New Zealand,2016-12-01,2017-01-01
1132,KS Williamson,6,6,3,3,0,0.0,3,,0.5,,New Zealand,2016-12-01,2017-01-01
1133,TA Boult,5,5,2,2,0,0.0,2,,0.4,,New Zealand,2016-12-01,2017-01-01
1134,C Munro,6,6,2,2,0,0.0,2,,0.333,,New Zealand,2016-12-01,2017-01-01
1135,JDS Neesham,5,5,2,2,0,0.0,2,,0.4,,New Zealand,2016-12-01,2017-01-01
1136,HM Nicholls,1,1,2,2,0,0.0,2,,2.0,,New Zealand,2016-12-01,2017-01-01
1137,BJ Watling,3,3,2,2,0,2.0,0,,0.666,,New Zealand,2016-12-01,2017-01-01
1138,C de Grandhomme,3,3,1,1,0,0.0,1,,0.333,,New Zealand,2016-12-01,2017-01-01
1139,MJ Guptill,6,6,1,1,0,0.0,1,,0.166,,New Zealand,2016-12-01,2017-01-01
1140,MJ Henry,3,3,1,1,0,0.0,1,,0.333,,New Zealand,2016-12-01,2017-01-01
1141,TWM Latham,6,6,1,1,0,0.0,1,,0.166,,New Zealand,2016-12-01,2017-01-01
1142,JS Patel,1,1,1,1,0,0.0,1,,1.0,,New Zealand,2016-12-01,2017-01-01
1143,TG Southee,5,5,1,1,0,0.0,1,,0.2,,New Zealand,2016-12-01,2017-01-01
1144,LH Ferguson,4,4,0,0,0,0.0,0,0.0,0.0,,New Zealand,2016-12-01,2017-01-01
1145,GJ Bailey,3,3,4,4,0,0.0,4,,1.333,,Australia,2016-12-01,2017-01-01
1146,DA Warner,3,3,4,4,0,0.0,4,,1.333,,Australia,2016-12-01,2017-01-01
1147,SPD Smith,3,3,3,3,0,0.0,3,,1.0,,Australia,2016-12-01,2017-01-01
1148,JP Faulkner,2,2,2,2,0,0.0,2,,1.0,,Australia,2016-12-01,2017-01-01
1149,JR Hazlewood,3,3,2,2,0,0.0,2,,0.666,,Australia,2016-12-01,2017-01-01
1150,MS Wade,3,3,2,2,0,2.0,0,,0.666,,Australia,2016-12-01,2017-01-01
1151,TM Head,3,3,1,1,0,0.0,1,,0.333,,Australia,2016-12-01,2017-01-01
1152,MR Marsh,3,3,1,1,0,0.0,1,,0.333,,Australia,2016-12-01,2017-01-01
1153,MA Starc,3,3,1,1,0,0.0,1,,0.333,,Australia,2016-12-01,2017-01-01
1154,PJ Cummins,3,3,0,0,0,0.0,0,0.0,0.0,,Australia,2016-12-01,2017-01-01
1155,AJ Finch,3,3,0,0,0,0.0,0,0.0,0.0,,Australia,2016-12-01,2017-01-01
1156,A Zampa,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2016-12-01,2017-01-01
1157,MS Dhoni,3,3,4,2,2,2.0,0,,1.333,,India,2017-01-01,2017-02-01
1158,JJ Bumrah,3,3,2,2,0,0.0,2,,0.666,,India,2017-01-01,2017-02-01
1159,RA Jadeja,3,3,2,2,0,0.0,2,,0.666,,India,2017-01-01,2017-02-01
1160,S Dhawan,2,2,1,1,0,0.0,1,,0.5,,India,2017-01-01,2017-02-01
1161,V Kohli,3,3,1,1,0,0.0,1,,0.333,,India,2017-01-01,2017-02-01
1162,HH Pandya,3,3,1,1,0,0.0,1,,0.333,,India,2017-01-01,2017-02-01
1163,KL Rahul,3,3,1,1,0,0.0,1,,0.333,,India,2017-01-01,2017-02-01
1164,UT Yadav,1,1,1,1,0,0.0,1,,1.0,,India,2017-01-01,2017-02-01
1165,R Ashwin,3,3,0,0,0,0.0,0,0.0,0.0,,India,2017-01-01,2017-02-01
1166,KM Jadhav,3,3,0,0,0,0.0,0,0.0,0.0,,India,2017-01-01,2017-02-01
1167,B Kumar,2,2,0,0,0,0.0,0,0.0,0.0,,India,2017-01-01,2017-02-01
1168,AM Rahane,1,1,0,0,0,0.0,0,0.0,0.0,,India,2017-01-01,2017-02-01
1169,Yuvraj Singh,3,3,0,0,0,0.0,0,0.0,0.0,,India,2017-01-01,2017-02-01
1170,Mohammad Rizwan,5,5,12,12,0,12.0,0,,2.4,,Pakistan,2017-01-01,2017-02-01
1171,Mohammad Hafeez,5,5,4,4,0,0.0,4,,0.8,,Pakistan,2017-01-01,2017-02-01
1172,Imad Wasim,4,4,2,2,0,0.0,2,,0.5,,Pakistan,2017-01-01,2017-02-01
1173,Sharjeel Khan,5,5,2,2,0,0.0,2,,0.4,,Pakistan,2017-01-01,2017-02-01
1174,Shoaib Malik,4,4,2,2,0,0.0,2,,0.5,,Pakistan,2017-01-01,2017-02-01
1175,Asad Shafiq,2,2,1,1,0,0.0,1,,0.5,,Pakistan,2017-01-01,2017-02-01
1176,Azhar Ali,3,3,1,1,0,0.0,1,,0.333,,Pakistan,2017-01-01,2017-02-01
1177,Babar Azam,5,5,1,1,0,0.0,1,,0.2,,Pakistan,2017-01-01,2017-02-01
1178,Wahab Riaz,2,2,1,1,0,0.0,1,,0.5,,Pakistan,2017-01-01,2017-02-01
1179,Hasan Ali,5,5,0,0,0,0.0,0,0.0,0.0,,Pakistan,2017-01-01,2017-02-01
1180,Junaid Khan,4,4,0,0,0,0.0,0,0.0,0.0,,Pakistan,2017-01-01,2017-02-01
1181,Mohammad Amir,5,5,0,0,0,0.0,0,0.0,0.0,,Pakistan,2017-01-01,2017-02-01
1182,Mohammad Nawaz (3),1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2017-01-01,2017-02-01
1183,Umar Akmal,5,5,0,0,0,0.0,0,0.0,0.0,,Pakistan,2017-01-01,2017-02-01
1184,TWM Latham,1,1,5,3,2,3.0,0,,5.0,,New Zealand,2017-01-01,2017-02-01
1185,JDS Neesham,1,1,2,2,0,0.0,2,,2.0,,New Zealand,2017-01-01,2017-02-01
1186,C Munro,1,1,1,1,0,0.0,1,,1.0,,New Zealand,2017-01-01,2017-02-01
1187,TA Boult,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-01-01,2017-02-01
1188,NT Broom,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-01-01,2017-02-01
1189,LH Ferguson,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-01-01,2017-02-01
1190,MJ Guptill,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-01-01,2017-02-01
1191,MJ Santner,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-01-01,2017-02-01
1192,TG Southee,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-01-01,2017-02-01
1193,LRPL Taylor,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-01-01,2017-02-01
1194,KS Williamson,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-01-01,2017-02-01
1195,JC Buttler,3,3,5,5,0,5.0,0,,1.666,,England,2017-01-01,2017-02-01
1196,BA Stokes,3,3,3,3,0,0.0,3,,1.0,,England,2017-01-01,2017-02-01
1197,DJ Willey,3,3,3,3,0,0.0,3,,1.0,,England,2017-01-01,2017-02-01
1198,SW Billings,1,1,2,2,0,0.0,2,,2.0,,England,2017-01-01,2017-02-01
1199,MM Ali,3,3,1,1,0,0.0,1,,0.333,,England,2017-01-01,2017-02-01
1200,JM Bairstow,1,1,1,1,0,0.0,1,,1.0,,England,2017-01-01,2017-02-01
1201,JT Ball,3,3,1,1,0,0.0,1,,0.333,,England,2017-01-01,2017-02-01
1202,AU Rashid,1,1,1,1,0,0.0,1,,1.0,,England,2017-01-01,2017-02-01
1203,CR Woakes,3,3,1,1,0,0.0,1,,0.333,,England,2017-01-01,2017-02-01
1204,AD Hales,2,2,0,0,0,0.0,0,0.0,0.0,,England,2017-01-01,2017-02-01
1205,EJG Morgan,3,3,0,0,0,0.0,0,0.0,0.0,,England,2017-01-01,2017-02-01
1206,LE Plunkett,2,2,0,0,0,0.0,0,0.0,0.0,,England,2017-01-01,2017-02-01
1207,JE Root,2,2,0,0,0,0.0,0,0.0,0.0,,England,2017-01-01,2017-02-01
1208,JJ Roy,3,3,0,0,0,0.0,0,0.0,0.0,,England,2017-01-01,2017-02-01
1209,MS Wade,5,5,10,9,1,9.0,0,,2.0,,Australia,2017-01-01,2017-02-01
1210,GJ Maxwell,6,6,5,5,0,0.0,5,,0.833,,Australia,2017-01-01,2017-02-01
1211,TM Head,6,6,4,4,0,0.0,4,,0.666,,Australia,2017-01-01,2017-02-01
1212,DA Warner,5,5,4,4,0,0.0,4,,0.8,,Australia,2017-01-01,2017-02-01
1213,JR Hazlewood,5,5,3,3,0,0.0,3,,0.6,,Australia,2017-01-01,2017-02-01
1214,SPD Smith,5,5,3,3,0,0.0,3,,0.6,,Australia,2017-01-01,2017-02-01
1215,MA Starc,5,5,3,3,0,0.0,3,,0.6,,Australia,2017-01-01,2017-02-01
1216,PSP Handscomb,4,4,2,2,0,1.0,1,,0.5,,Australia,2017-01-01,2017-02-01
1217,PJ Cummins,6,6,1,1,0,0.0,1,,0.166,,Australia,2017-01-01,2017-02-01
1218,JP Faulkner,5,5,1,1,0,0.0,1,,0.2,,Australia,2017-01-01,2017-02-01
1219,AJ Finch,1,1,1,1,0,0.0,1,,1.0,,Australia,2017-01-01,2017-02-01
1220,UT Khawaja,3,3,1,1,0,0.0,1,,0.333,,Australia,2017-01-01,2017-02-01
1221,MR Marsh,2,2,1,1,0,0.0,1,,0.5,,Australia,2017-01-01,2017-02-01
1222,SD Heazlett,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2017-01-01,2017-02-01
1223,CA Lynn,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2017-01-01,2017-02-01
1224,SE Marsh,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2017-01-01,2017-02-01
1225,B Stanlake,2,2,0,0,0,0.0,0,0.0,0.0,,Australia,2017-01-01,2017-02-01
1226,MP Stoinis,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2017-01-01,2017-02-01
1227,A Zampa,2,2,0,0,0,0.0,0,0.0,0.0,,Australia,2017-01-01,2017-02-01
1228,F du Plessis,2,2,4,4,0,0.0,4,,2.0,,South Africa,2017-01-01,2017-02-01
1229,Q de Kock,2,2,3,2,1,2.0,0,,1.5,,South Africa,2017-01-01,2017-02-01
1230,HM Amla,2,2,1,1,0,0.0,1,,0.5,,South Africa,2017-01-01,2017-02-01
1231,AB de Villiers,2,2,1,1,0,0.0,1,,0.5,,South Africa,2017-01-01,2017-02-01
1232,JP Duminy,2,2,1,1,0,0.0,1,,0.5,,South Africa,2017-01-01,2017-02-01
1233,WD Parnell,2,2,1,1,0,0.0,1,,0.5,,South Africa,2017-01-01,2017-02-01
1234,Imran Tahir,2,2,0,0,0,0.0,0,0.0,0.0,,South Africa,2017-01-01,2017-02-01
1235,DA Miller,2,2,0,0,0,0.0,0,0.0,0.0,,South Africa,2017-01-01,2017-02-01
1236,CH Morris,2,2,0,0,0,0.0,0,0.0,0.0,,South Africa,2017-01-01,2017-02-01
1237,AL Phehlukwayo,2,2,0,0,0,0.0,0,0.0,0.0,,South Africa,2017-01-01,2017-02-01
1238,K Rabada,2,2,0,0,0,0.0,0,0.0,0.0,,South Africa,2017-01-01,2017-02-01
1239,TWM Latham,4,4,4,3,1,3.0,0,,1.0,,New Zealand,2017-02-01,2017-03-01
1240,JDS Neesham,5,5,4,4,0,0.0,4,,0.8,,New Zealand,2017-02-01,2017-03-01
1241,LRPL Taylor,5,5,3,3,0,0.0,3,,0.6,,New Zealand,2017-02-01,2017-03-01
1242,TA Boult,5,5,2,2,0,0.0,2,,0.4,,New Zealand,2017-02-01,2017-03-01
1243,DG Brownlie,5,5,2,2,0,0.0,2,,0.4,,New Zealand,2017-02-01,2017-03-01
1244,MJ Santner,5,5,2,2,0,0.0,2,,0.4,,New Zealand,2017-02-01,2017-03-01
1245,TG Southee,5,5,2,2,0,0.0,2,,0.4,,New Zealand,2017-02-01,2017-03-01
1246,KS Williamson,5,5,2,2,0,0.0,2,,0.4,,New Zealand,2017-02-01,2017-03-01
1247,NT Broom,4,4,1,1,0,0.0,1,,0.25,,New Zealand,2017-02-01,2017-03-01
1248,L Ronchi,1,1,1,1,0,1.0,0,,1.0,,New Zealand,2017-02-01,2017-03-01
1249,C de Grandhomme,4,4,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-02-01,2017-03-01
1250,LH Ferguson,2,2,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-02-01,2017-03-01
1251,MJ Guptill,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-02-01,2017-03-01
1252,C Munro,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-02-01,2017-03-01
1253,JS Patel,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-02-01,2017-03-01
1254,IS Sodhi,2,2,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-02-01,2017-03-01
1255,PSP Handscomb,1,1,3,3,0,3.0,0,,3.0,,Australia,2017-02-01,2017-03-01
1256,JR Hazlewood,1,1,1,1,0,0.0,1,,1.0,,Australia,2017-02-01,2017-03-01
1257,MA Starc,1,1,1,1,0,0.0,1,,1.0,,Australia,2017-02-01,2017-03-01
1258,MP Stoinis,1,1,1,1,0,0.0,1,,1.0,,Australia,2017-02-01,2017-03-01
1259,PJ Cummins,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2017-02-01,2017-03-01
1260,JP Faulkner,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2017-02-01,2017-03-01
1261,AJ Finch,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2017-02-01,2017-03-01
1262,TM Head,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2017-02-01,2017-03-01
1263,SE Marsh,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2017-02-01,2017-03-01
1264,GJ Maxwell,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2017-02-01,2017-03-01
1265,A Zampa,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2017-02-01,2017-03-01
1266,Mohammad Shahzad,5,5,5,3,2,3.0,0,,1.0,,Afghanistan,2017-02-01,2017-03-01
1267,Amir Hamza,4,4,4,4,0,0.0,4,,1.0,,Afghanistan,2017-02-01,2017-03-01
1268,Mohammad Nabi,5,5,3,3,0,0.0,3,,0.6,,Afghanistan,2017-02-01,2017-03-01
1269,Najibullah Zadran,4,4,3,3,0,0.0,3,,0.75,,Afghanistan,2017-02-01,2017-03-01
1270,Rashid Khan,5,5,3,3,0,0.0,3,,0.6,,Afghanistan,2017-02-01,2017-03-01
1271,Dawlat Zadran,3,3,2,2,0,0.0,2,,0.666,,Afghanistan,2017-02-01,2017-03-01
1272,Noor Ali Zadran,4,4,2,2,0,0.0,2,,0.5,,Afghanistan,2017-02-01,2017-03-01
1273,Fareed Ahmad,2,2,1,1,0,0.0,1,,0.5,,Afghanistan,2017-02-01,2017-03-01
1274,Rahmat Shah,5,5,1,1,0,0.0,1,,0.2,,Afghanistan,2017-02-01,2017-03-01
1275,Samiullah Shinwari,3,3,1,1,0,0.0,1,,0.333,,Afghanistan,2017-02-01,2017-03-01
1276,Asghar Afghan,5,5,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2017-02-01,2017-03-01
1277,Gulbadin Naib,5,5,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2017-02-01,2017-03-01
1278,Hashmatullah Shahidi,3,3,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2017-02-01,2017-03-01
1279,Ihsanullah,1,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2017-02-01,2017-03-01
1280,Karim Janat,1,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2017-02-01,2017-03-01
1281,Q de Kock,8,8,10,9,1,9.0,0,,1.25,,South Africa,2017-02-01,2017-03-01
1282,HM Amla,8,8,5,5,0,0.0,5,,0.625,,South Africa,2017-02-01,2017-03-01
1283,AB de Villiers,8,8,5,5,0,0.0,5,,0.625,,South Africa,2017-02-01,2017-03-01
1284,F Behardien,4,4,4,4,0,0.0,4,,1.0,,South Africa,2017-02-01,2017-03-01
1285,F du Plessis,8,8,4,4,0,0.0,4,,0.5,,South Africa,2017-02-01,2017-03-01
1286,JP Duminy,8,8,3,3,0,0.0,3,,0.375,,South Africa,2017-02-01,2017-03-01
1287,WD Parnell,6,6,3,3,0,0.0,3,,0.5,,South Africa,2017-02-01,2017-03-01
1288,D Pretorius,5,5,3,3,0,0.0,3,,0.6,,South Africa,2017-02-01,2017-03-01
1289,K Rabada,7,7,3,3,0,0.0,3,,0.428,,South Africa,2017-02-01,2017-03-01
1290,CH Morris,6,6,2,2,0,0.0,2,,0.333,,South Africa,2017-02-01,2017-03-01
1291,AL Phehlukwayo,6,6,2,2,0,0.0,2,,0.333,,South Africa,2017-02-01,2017-03-01
1292,Imran Tahir,8,8,0,0,0,0.0,0,0.0,0.0,,South Africa,2017-02-01,2017-03-01
1293,DA Miller,4,4,0,0,0,0.0,0,0.0,0.0,,South Africa,2017-02-01,2017-03-01
1294,T Shamsi,2,2,0,0,0,0.0,0,0.0,0.0,,South Africa,2017-02-01,2017-03-01
1295,Mahmudullah,3,3,5,5,0,0.0,5,,1.666,,Bangladesh,2017-03-01,2017-04-01
1296,Mushfiqur Rahim,3,3,2,2,0,2.0,0,,0.666,,Bangladesh,2017-03-01,2017-04-01
1297,Soumya Sarkar,3,3,2,2,0,0.0,2,,0.666,,Bangladesh,2017-03-01,2017-04-01
1298,Taskin Ahmed,3,3,2,2,0,0.0,2,,0.666,,Bangladesh,2017-03-01,2017-04-01
1299,Mashrafe Mortaza,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2017-03-01,2017-04-01
1300,Mosaddek Hossain,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2017-03-01,2017-04-01
1301,Mustafizur Rahman,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2017-03-01,2017-04-01
1302,Sabbir Rahman,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2017-03-01,2017-04-01
1303,Tamim Iqbal,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2017-03-01,2017-04-01
1304,Mehidy Hasan Miraz,3,3,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2017-03-01,2017-04-01
1305,Shakib Al Hasan,3,3,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2017-03-01,2017-04-01
1306,MJ Santner,2,2,3,3,0,0.0,3,,1.5,,New Zealand,2017-03-01,2017-04-01
1307,L Ronchi,2,2,2,2,0,2.0,0,,1.0,,New Zealand,2017-03-01,2017-04-01
1308,DG Brownlie,2,2,1,1,0,0.0,1,,0.5,,New Zealand,2017-03-01,2017-04-01
1309,KS Williamson,2,2,1,1,0,0.0,1,,0.5,,New Zealand,2017-03-01,2017-04-01
1310,TA Boult,2,2,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-03-01,2017-04-01
1311,C de Grandhomme,2,2,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-03-01,2017-04-01
1312,MJ Guptill,2,2,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-03-01,2017-04-01
1313,JDS Neesham,2,2,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-03-01,2017-04-01
1314,JS Patel,2,2,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-03-01,2017-04-01
1315,TG Southee,2,2,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-03-01,2017-04-01
1316,LRPL Taylor,2,2,0,0,0,0.0,0,0.0,0.0,,New Zealand,2017-03-01,2017-04-01
1317,JC Buttler,3,3,5,4,1,4.0,0,,1.666,,England,2017-03-01,2017-04-01
1318,AU Rashid,3,3,4,4,0,0.0,4,,1.333,,England,2017-03-01,2017-04-01
1319,SW Billings,2,2,3,3,0,0.0,3,,1.5,,England,2017-03-01,2017-04-01
1320,JJ Roy,3,3,3,3,0,0.0,3,,1.0,,England,2017-03-01,2017-04-01
1321,ST Finn,3,3,2,2,0,0.0,2,,0.666,,England,2017-03-01,2017-04-01
1322,AD Hales,1,1,2,2,0,0.0,2,,2.0,,England,2017-03-01,2017-04-01
1323,JE Root,3,3,2,2,0,0.0,2,,0.666,,England,2017-03-01,2017-04-01
1324,LE Plunkett,3,3,1,1,0,0.0,1,,0.333,,England,2017-03-01,2017-04-01
1325,BA Stokes,3,3,1,1,0,0.0,1,,0.333,,England,2017-03-01,2017-04-01
1326,CR Woakes,3,3,1,1,0,0.0,1,,0.333,,England,2017-03-01,2017-04-01
1327,MM Ali,3,3,0,0,0,0.0,0,0.0,0.0,,England,2017-03-01,2017-04-01
1328,EJG Morgan,3,3,0,0,0,0.0,0,0.0,0.0,,England,2017-03-01,2017-04-01
1329,Mohammad Shahzad,5,5,7,4,3,4.0,0,,1.4,,Afghanistan,2017-03-01,2017-04-01
1330,Mohammad Nabi,5,5,4,4,0,0.0,4,,0.8,,Afghanistan,2017-03-01,2017-04-01
1331,Rashid Khan,5,5,2,2,0,0.0,2,,0.4,,Afghanistan,2017-03-01,2017-04-01
1332,Samiullah Shinwari,4,4,2,2,0,0.0,2,,0.5,,Afghanistan,2017-03-01,2017-04-01
1333,Shafiqullah,4,4,2,2,0,0.0,2,,0.5,,Afghanistan,2017-03-01,2017-04-01
1334,Dawlat Zadran,5,5,1,1,0,0.0,1,,0.2,,Afghanistan,2017-03-01,2017-04-01
1335,Amir Hamza,4,4,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2017-03-01,2017-04-01
1336,Asghar Afghan,5,5,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2017-03-01,2017-04-01
1337,Fareed Ahmad,1,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2017-03-01,2017-04-01
1338,Gulbadin Naib,5,5,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2017-03-01,2017-04-01
1339,Hashmatullah Shahidi,2,2,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2017-03-01,2017-04-01
1340,Najeeb Tarakai,1,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2017-03-01,2017-04-01
1341,Noor Ali Zadran,3,3,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2017-03-01,2017-04-01
1342,Rahmat Shah,5,5,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2017-03-01,2017-04-01
1343,Usman Ghani,1,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2017-03-01,2017-04-01
1344,Q de Kock,2,2,3,3,0,3.0,0,,1.5,,South Africa,2017-03-01,2017-04-01
1345,HM Amla,2,2,1,1,0,0.0,1,,0.5,,South Africa,2017-03-01,2017-04-01
1346,JP Duminy,2,2,1,1,0,0.0,1,,0.5,,South Africa,2017-03-01,2017-04-01
1347,Imran Tahir,2,2,1,1,0,0.0,1,,0.5,,South Africa,2017-03-01,2017-04-01
1348,AB de Villiers,2,2,0,0,0,0.0,0,0.0,0.0,,South Africa,2017-03-01,2017-04-01
1349,F du Plessis,2,2,0,0,0,0.0,0,0.0,0.0,,South Africa,2017-03-01,2017-04-01
1350,DA Miller,2,2,0,0,0,0.0,0,0.0,0.0,,South Africa,2017-03-01,2017-04-01
1351,CH Morris,2,2,0,0,0,0.0,0,0.0,0.0,,South Africa,2017-03-01,2017-04-01
1352,WD Parnell,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2017-03-01,2017-04-01
1353,AL Phehlukwayo,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2017-03-01,2017-04-01
1354,D Pretorius,2,2,0,0,0,0.0,0,0.0,0.0,,South Africa,2017-03-01,2017-04-01
1355,K Rabada,2,2,0,0,0,0.0,0,0.0,0.0,,South Africa,2017-03-01,2017-04-01
1356,Sarfaraz Ahmed,3,3,4,2,2,2.0,0,,1.333,,Pakistan,2017-04-01,2017-05-01
1357,Babar Azam,3,3,3,3,0,0.0,3,,1.0,,Pakistan,2017-04-01,2017-05-01
1358,Mohammad Hafeez,3,3,2,2,0,0.0,2,,0.666,,Pakistan,2017-04-01,2017-05-01
1359,Shadab Khan,3,3,2,2,0,0.0,2,,0.666,,Pakistan,2017-04-01,2017-05-01
1360,Wahab Riaz,1,1,2,2,0,0.0,2,,2.0,,Pakistan,2017-04-01,2017-05-01
1361,Hasan Ali,3,3,1,1,0,0.0,1,,0.333,,Pakistan,2017-04-01,2017-05-01
1362,Kamran Akmal,3,3,1,1,0,0.0,1,,0.333,,Pakistan,2017-04-01,2017-05-01
1363,Shoaib Malik,3,3,1,1,0,0.0,1,,0.333,,Pakistan,2017-04-01,2017-05-01
1364,Ahmed Shehzad,3,3,0,0,0,0.0,0,0.0,0.0,,Pakistan,2017-04-01,2017-05-01
1365,Imad Wasim,3,3,0,0,0,0.0,0,0.0,0.0,,Pakistan,2017-04-01,2017-05-01
1366,Junaid Khan,2,2,0,0,0,0.0,0,0.0,0.0,,Pakistan,2017-04-01,2017-05-01
1367,Mohammad Amir,3,3,0,0,0,0.0,0,0.0,0.0,,Pakistan,2017-04-01,2017-05-01
1368,Mahmudullah,1,1,3,3,0,0.0,3,,3.0,,Bangladesh,2017-04-01,2017-05-01
1369,Mushfiqur Rahim,1,1,1,1,0,1.0,0,,1.0,,Bangladesh,2017-04-01,2017-05-01
1370,Tamim Iqbal,1,1,1,1,0,0.0,1,,1.0,,Bangladesh,2017-04-01,2017-05-01
1371,Taskin Ahmed,1,1,1,1,0,0.0,1,,1.0,,Bangladesh,2017-04-01,2017-05-01
1372,Mashrafe Mortaza,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2017-04-01,2017-05-01
1373,Mehidy Hasan Miraz,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2017-04-01,2017-05-01
1374,Mosaddek Hossain,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2017-04-01,2017-05-01
1375,Mustafizur Rahman,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2017-04-01,2017-05-01
1376,Sabbir Rahman,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2017-04-01,2017-05-01
1377,Shakib Al Hasan,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2017-04-01,2017-05-01
1378,Soumya Sarkar,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2017-04-01,2017-05-01
1379,Mushfiqur Rahim,5,4,5,5,0,5.0,0,,1.25,,Bangladesh,2017-05-01,2017-06-01
1380,Mahmudullah,5,4,3,3,0,0.0,3,,0.75,,Bangladesh,2017-05-01,2017-06-01
1381,Mosaddek Hossain,5,4,3,3,0,0.0,3,,0.75,,Bangladesh,2017-05-01,2017-06-01
1382,Tamim Iqbal,5,4,2,2,0,0.0,2,,0.5,,Bangladesh,2017-05-01,2017-06-01
1383,Mashrafe Mortaza,4,4,1,1,0,0.0,1,,0.25,,Bangladesh,2017-05-01,2017-06-01
1384,Mustafizur Rahman,5,4,1,1,0,0.0,1,,0.25,,Bangladesh,2017-05-01,2017-06-01
1385,Sabbir Rahman,5,4,1,1,0,0.0,1,,0.25,,Bangladesh,2017-05-01,2017-06-01
1386,Shakib Al Hasan,5,4,1,1,0,0.0,1,,0.25,,Bangladesh,2017-05-01,2017-06-01
1387,Imrul Kayes,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2017-05-01,2017-06-01
1388,Mehidy Hasan Miraz,2,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2017-05-01,2017-06-01
1389,Nasir Hossain,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2017-05-01,2017-06-01
