,Player,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,Team,Start Date,End Date
3515,MJ Guptill,1,1,2,2,0,0.0,2,,2.0,,New Zealand,2022-03-01,2022-04-01
3516,TWM Latham,1,1,2,2,0,2.0,0,,2.0,,New Zealand,2022-03-01,2022-04-01
3517,MG Bracewell,1,1,1,1,0,0.0,1,,1.0,,New Zealand,2022-03-01,2022-04-01
3518,IS Sodhi,1,1,1,1,0,0.0,1,,1.0,,New Zealand,2022-03-01,2022-04-01
3519,WA Young,1,1,1,1,0,0.0,1,,1.0,,New Zealand,2022-03-01,2022-04-01
3520,MJ Henry,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2022-03-01,2022-04-01
3521,KA Jamieson,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2022-03-01,2022-04-01
3522,HM Nicholls,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2022-03-01,2022-04-01
3523,LRPL Taylor,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2022-03-01,2022-04-01
3524,BM Tickner,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2022-03-01,2022-04-01
3525,M Labuschagne,2,2,3,3,0,0.0,3,,1.5,,Australia,2022-03-01,2022-04-01
3526,SA Abbott,2,2,2,2,0,0.0,2,,1.0,,Australia,2022-03-01,2022-04-01
3527,AT Carey,2,2,2,2,0,2.0,0,,1.0,,Australia,2022-03-01,2022-04-01
3528,C Green,2,2,1,1,0,0.0,1,,0.5,,Australia,2022-03-01,2022-04-01
3529,TM Head,2,2,1,1,0,0.0,1,,0.5,,Australia,2022-03-01,2022-04-01
3530,NT Ellis,2,2,0,0,0,0.0,0,0.0,0.0,,Australia,2022-03-01,2022-04-01
3531,AJ Finch,2,2,0,0,0,0.0,0,0.0,0.0,,Australia,2022-03-01,2022-04-01
3532,BR McDermott,2,2,0,0,0,0.0,0,0.0,0.0,,Australia,2022-03-01,2022-04-01
3533,MP Stoinis,2,2,0,0,0,0.0,0,0.0,0.0,,Australia,2022-03-01,2022-04-01
3534,MJ Swepson,2,2,0,0,0,0.0,0,0.0,0.0,,Australia,2022-03-01,2022-04-01
3535,A Zampa,2,2,0,0,0,0.0,0,0.0,0.0,,Australia,2022-03-01,2022-04-01
3536,T Bavuma,3,3,2,2,0,0.0,2,,0.666,,South Africa,2022-03-01,2022-04-01
3537,KA Maharaj,3,3,2,2,0,0.0,2,,0.666,,South Africa,2022-03-01,2022-04-01
3538,JN Malan,3,3,2,2,0,0.0,2,,0.666,,South Africa,2022-03-01,2022-04-01
3539,HE van der Dussen,3,3,2,2,0,0.0,2,,0.666,,South Africa,2022-03-01,2022-04-01
3540,Q de Kock,2,2,1,1,0,1.0,0,,0.5,,South Africa,2022-03-01,2022-04-01
3541,DA Miller,3,3,1,1,0,0.0,1,,0.333,,South Africa,2022-03-01,2022-04-01
3542,K Rabada,3,3,1,1,0,0.0,1,,0.333,,South Africa,2022-03-01,2022-04-01
3543,K Verreynne,3,3,1,1,0,0.0,1,,0.333,,South Africa,2022-03-01,2022-04-01
3544,M Jansen,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2022-03-01,2022-04-01
3545,AK Markram,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2022-03-01,2022-04-01
3546,L Ngidi,3,3,0,0,0,0.0,0,0.0,0.0,,South Africa,2022-03-01,2022-04-01
3547,WD Parnell,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2022-03-01,2022-04-01
3548,AL Phehlukwayo,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2022-03-01,2022-04-01
3549,D Pretorius,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2022-03-01,2022-04-01
3550,T Shamsi,2,2,0,0,0,0.0,0,0.0,0.0,,South Africa,2022-03-01,2022-04-01
3551,Fakhar Zaman,1,1,2,2,0,0.0,2,,2.0,,Pakistan,2022-04-01,2022-05-01
3552,Iftikhar Ahmed,1,1,2,2,0,0.0,2,,2.0,,Pakistan,2022-04-01,2022-05-01
3553,Imam-ul-Haq,1,1,1,1,0,0.0,1,,1.0,,Pakistan,2022-04-01,2022-05-01
3554,Mohammad Wasim (1),1,1,1,1,0,0.0,1,,1.0,,Pakistan,2022-04-01,2022-05-01
3555,Asif Ali,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2022-04-01,2022-05-01
3556,Babar Azam,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2022-04-01,2022-05-01
3557,Haris Rauf,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2022-04-01,2022-05-01
3558,Khushdil Shah,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2022-04-01,2022-05-01
3559,Mohammad Rizwan,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2022-04-01,2022-05-01
3560,Shaheen Shah Afridi,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2022-04-01,2022-05-01
3561,Zahid Mahmood,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2022-04-01,2022-05-01
3562,LRPL Taylor,2,2,3,3,0,0.0,3,,1.5,,New Zealand,2022-04-01,2022-05-01
3563,DAJ Bracewell,2,2,2,2,0,0.0,2,,1.0,,New Zealand,2022-04-01,2022-05-01
3564,MG Bracewell,2,2,2,2,0,0.0,2,,1.0,,New Zealand,2022-04-01,2022-05-01
3565,MJ Guptill,2,2,2,2,0,0.0,2,,1.0,,New Zealand,2022-04-01,2022-05-01
3566,TWM Latham,2,2,2,1,1,1.0,0,,1.0,,New Zealand,2022-04-01,2022-05-01
3567,HM Nicholls,2,2,1,1,0,0.0,1,,0.5,,New Zealand,2022-04-01,2022-05-01
3568,IS Sodhi,2,2,1,1,0,0.0,1,,0.5,,New Zealand,2022-04-01,2022-05-01
3569,C de Grandhomme,2,2,0,0,0,0.0,0,0.0,0.0,,New Zealand,2022-04-01,2022-05-01
3570,MJ Henry,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2022-04-01,2022-05-01
3571,KA Jamieson,2,2,0,0,0,0.0,0,0.0,0.0,,New Zealand,2022-04-01,2022-05-01
3572,BM Tickner,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2022-04-01,2022-05-01
3573,WA Young,2,2,0,0,0,0.0,0,0.0,0.0,,New Zealand,2022-04-01,2022-05-01
3574,M Labuschagne,1,1,1,1,0,0.0,1,,1.0,,Australia,2022-04-01,2022-05-01
3575,SA Abbott,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2022-04-01,2022-05-01
3576,JP Behrendorff,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2022-04-01,2022-05-01
3577,AT Carey,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2022-04-01,2022-05-01
3578,NT Ellis,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2022-04-01,2022-05-01
3579,AJ Finch,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2022-04-01,2022-05-01
3580,C Green,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2022-04-01,2022-05-01
3581,TM Head,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2022-04-01,2022-05-01
3582,BR McDermott,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2022-04-01,2022-05-01
3583,MP Stoinis,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2022-04-01,2022-05-01
3584,A Zampa,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2022-04-01,2022-05-01
3585,Mohammad Haris,3,3,4,2,2,1.0,1,,1.333,,Pakistan,2022-06-01,2022-07-01
3586,Khushdil Shah,3,3,3,3,0,0.0,3,,1.0,,Pakistan,2022-06-01,2022-07-01
3587,Fakhar Zaman,3,3,2,2,0,0.0,2,,0.666,,Pakistan,2022-06-01,2022-07-01
3588,Shadab Khan,3,3,2,2,0,0.0,2,,0.666,,Pakistan,2022-06-01,2022-07-01
3589,Babar Azam,3,3,1,1,0,0.0,1,,0.333,,Pakistan,2022-06-01,2022-07-01
3590,Hasan Ali,2,2,1,1,0,0.0,1,,0.5,,Pakistan,2022-06-01,2022-07-01
3591,Imam-ul-Haq,3,3,1,1,0,0.0,1,,0.333,,Pakistan,2022-06-01,2022-07-01
3592,Mohammad Nawaz (3),3,3,1,1,0,0.0,1,,0.333,,Pakistan,2022-06-01,2022-07-01
3593,Mohammad Rizwan,3,3,1,1,0,1.0,0,,0.333,,Pakistan,2022-06-01,2022-07-01
3594,Shaheen Shah Afridi,2,2,1,1,0,0.0,1,,0.5,,Pakistan,2022-06-01,2022-07-01
3595,Haris Rauf,2,2,0,0,0,0.0,0,0.0,0.0,,Pakistan,2022-06-01,2022-07-01
3596,Mohammad Wasim (1),2,2,0,0,0,0.0,0,0.0,0.0,,Pakistan,2022-06-01,2022-07-01
3597,Shahnawaz Dahani,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2022-06-01,2022-07-01
3598,JC Buttler,3,3,3,2,1,2.0,0,,1.0,,England,2022-06-01,2022-07-01
3599,AU Rashid,3,3,3,3,0,0.0,3,,1.0,,England,2022-06-01,2022-07-01
3600,LS Livingstone,3,3,2,2,0,0.0,2,,0.666,,England,2022-06-01,2022-07-01
3601,DJ Malan,3,3,2,2,0,0.0,2,,0.666,,England,2022-06-01,2022-07-01
3602,JJ Roy,3,3,2,2,0,0.0,2,,0.666,,England,2022-06-01,2022-07-01
3603,BA Carse,2,2,1,1,0,0.0,1,,0.5,,England,2022-06-01,2022-07-01
3604,PD Salt,3,3,1,1,0,0.0,1,,0.333,,England,2022-06-01,2022-07-01
3605,DJ Willey,3,3,1,1,0,0.0,1,,0.333,,England,2022-06-01,2022-07-01
3606,MM Ali,3,3,0,0,0,0.0,0,0.0,0.0,,England,2022-06-01,2022-07-01
3607,SM Curran,2,2,0,0,0,0.0,0,0.0,0.0,,England,2022-06-01,2022-07-01
3608,EJG Morgan,2,2,0,0,0,0.0,0,0.0,0.0,,England,2022-06-01,2022-07-01
3609,DA Payne,1,1,0,0,0,0.0,0,0.0,0.0,,England,2022-06-01,2022-07-01
3610,RJW Topley,2,2,0,0,0,0.0,0,0.0,0.0,,England,2022-06-01,2022-07-01
3611,AT Carey,5,5,8,7,1,7.0,0,,1.6,,Australia,2022-06-01,2022-07-01
3612,AJ Finch,5,5,5,5,0,0.0,5,,1.0,,Australia,2022-06-01,2022-07-01
3613,DA Warner,5,5,4,4,0,0.0,4,,0.8,,Australia,2022-06-01,2022-07-01
3614,GJ Maxwell,5,5,3,3,0,0.0,3,,0.6,,Australia,2022-06-01,2022-07-01
3615,PJ Cummins,4,4,2,2,0,0.0,2,,0.5,,Australia,2022-06-01,2022-07-01
3616,MP Kuhnemann,4,4,2,2,0,0.0,2,,0.5,,Australia,2022-06-01,2022-07-01
3617,C Green,3,3,1,1,0,0.0,1,,0.333,,Australia,2022-06-01,2022-07-01
3618,JR Hazlewood,5,5,1,1,0,0.0,1,,0.2,,Australia,2022-06-01,2022-07-01
3619,JA Richardson,2,2,1,1,0,0.0,1,,0.5,,Australia,2022-06-01,2022-07-01
3620,AC Agar,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2022-06-01,2022-07-01
3621,TM Head,3,3,0,0,0,0.0,0,0.0,0.0,,Australia,2022-06-01,2022-07-01
3622,JP Inglis,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2022-06-01,2022-07-01
3623,M Labuschagne,5,5,0,0,0,0.0,0,0.0,0.0,,Australia,2022-06-01,2022-07-01
3624,MR Marsh,3,3,0,0,0,0.0,0,0.0,0.0,,Australia,2022-06-01,2022-07-01
3625,SPD Smith,2,2,0,0,0,0.0,0,0.0,0.0,,Australia,2022-06-01,2022-07-01
3626,MP Stoinis,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2022-06-01,2022-07-01
3627,MJ Swepson,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2022-06-01,2022-07-01
3628,Mohammad Nabi,3,3,2,2,0,0.0,2,,0.666,,Afghanistan,2022-06-01,2022-07-01
3629,Rahmanullah Gurbaz,3,3,2,2,0,2.0,0,,0.666,,Afghanistan,2022-06-01,2022-07-01
3630,Azmatullah Omarzai,3,3,1,1,0,0.0,1,,0.333,,Afghanistan,2022-06-01,2022-07-01
3631,Fareed Ahmad,3,3,1,1,0,0.0,1,,0.333,,Afghanistan,2022-06-01,2022-07-01
3632,Ibrahim Zadran,3,3,1,1,0,0.0,1,,0.333,,Afghanistan,2022-06-01,2022-07-01
3633,Mujeeb Ur Rahman,3,3,1,1,0,0.0,1,,0.333,,Afghanistan,2022-06-01,2022-07-01
3634,Najibullah Zadran,3,3,1,1,0,0.0,1,,0.333,,Afghanistan,2022-06-01,2022-07-01
3635,Rahmat Shah,3,3,1,1,0,0.0,1,,0.333,,Afghanistan,2022-06-01,2022-07-01
3636,Rashid Khan,3,3,1,1,0,0.0,1,,0.333,,Afghanistan,2022-06-01,2022-07-01
3637,Fazalhaq Farooqi,3,3,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2022-06-01,2022-07-01
3638,Hashmatullah Shahidi,3,3,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2022-06-01,2022-07-01
3639,S Dhawan,6,6,5,5,0,0.0,5,,0.833,,India,2022-07-01,2022-08-01
3640,RR Pant,3,3,5,5,0,5.0,0,,1.666,,India,2022-07-01,2022-08-01
3641,SS Iyer,4,4,3,3,0,0.0,3,,0.75,,India,2022-07-01,2022-08-01
3642,RA Jadeja,3,3,3,3,0,0.0,3,,1.0,,India,2022-07-01,2022-08-01
3643,SA Yadav,6,6,3,3,0,0.0,3,,0.5,,India,2022-07-01,2022-08-01
3644,DJ Hooda,3,3,2,2,0,0.0,2,,0.666,,India,2022-07-01,2022-08-01
3645,M Prasidh Krishna,5,5,2,2,0,0.0,2,,0.4,,India,2022-07-01,2022-08-01
3646,SV Samson,3,3,2,1,1,1.0,0,,0.666,,India,2022-07-01,2022-08-01
3647,SN Thakur,3,3,2,2,0,0.0,2,,0.666,,India,2022-07-01,2022-08-01
3648,V Kohli,2,2,1,1,0,0.0,1,,0.5,,India,2022-07-01,2022-08-01
3649,HH Pandya,3,3,1,1,0,0.0,1,,0.333,,India,2022-07-01,2022-08-01
3650,AR Patel,3,3,1,1,0,0.0,1,,0.333,,India,2022-07-01,2022-08-01
3651,RG Sharma,3,3,1,1,0,0.0,1,,0.333,,India,2022-07-01,2022-08-01
3652,Shubman Gill,3,3,1,1,0,0.0,1,,0.333,,India,2022-07-01,2022-08-01
3653,Avesh Khan,1,1,0,0,0,0.0,0,0.0,0.0,,India,2022-07-01,2022-08-01
3654,JJ Bumrah,2,2,0,0,0,0.0,0,0.0,0.0,,India,2022-07-01,2022-08-01
3655,YS Chahal,6,6,0,0,0,0.0,0,0.0,0.0,,India,2022-07-01,2022-08-01
3656,Mohammed Shami,3,3,0,0,0,0.0,0,0.0,0.0,,India,2022-07-01,2022-08-01
3657,Mohammed Siraj,4,4,0,0,0,0.0,0,0.0,0.0,,India,2022-07-01,2022-08-01
3658,Nurul Hasan,3,3,4,2,2,2.0,0,,1.333,,Bangladesh,2022-07-01,2022-08-01
3659,Afif Hossain,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2022-07-01,2022-08-01
3660,Mahmudullah,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2022-07-01,2022-08-01
3661,Mehidy Hasan Miraz,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2022-07-01,2022-08-01
3662,Mosaddek Hossain,2,2,1,1,0,0.0,1,,0.5,,Bangladesh,2022-07-01,2022-08-01
3663,Tamim Iqbal,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2022-07-01,2022-08-01
3664,Litton Das,3,3,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2022-07-01,2022-08-01
3665,Mustafizur Rahman,3,3,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2022-07-01,2022-08-01
3666,Nasum Ahmed,3,3,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2022-07-01,2022-08-01
3667,Najmul Hossain Shanto,3,3,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2022-07-01,2022-08-01
3668,Shoriful Islam,2,2,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2022-07-01,2022-08-01
3669,Taijul Islam,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2022-07-01,2022-08-01
3670,Taskin Ahmed,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2022-07-01,2022-08-01
3671,MJ Guptill,4,4,5,5,0,0.0,5,,1.25,,New Zealand,2022-07-01,2022-08-01
3672,TWM Latham,3,3,4,3,1,3.0,0,,1.333,,New Zealand,2022-07-01,2022-08-01
3673,GD Phillips,4,4,4,4,0,0.0,4,,1.0,,New Zealand,2022-07-01,2022-08-01
3674,BM Tickner,4,4,4,4,0,0.0,4,,1.0,,New Zealand,2022-07-01,2022-08-01
3675,MG Bracewell,4,4,3,3,0,0.0,3,,0.75,,New Zealand,2022-07-01,2022-08-01
3676,D Cleaver,1,1,2,2,0,2.0,0,,2.0,,New Zealand,2022-07-01,2022-08-01
3677,FH Allen,4,4,1,1,0,0.0,1,,0.25,,New Zealand,2022-07-01,2022-08-01
3678,MS Chapman,1,1,1,1,0,0.0,1,,1.0,,New Zealand,2022-07-01,2022-08-01
3679,MJ Henry,3,3,1,1,0,0.0,1,,0.333,,New Zealand,2022-07-01,2022-08-01
3680,WA Young,3,3,1,1,0,0.0,1,,0.333,,New Zealand,2022-07-01,2022-08-01
3681,JA Duffy,2,2,0,0,0,0.0,0,0.0,0.0,,New Zealand,2022-07-01,2022-08-01
3682,LH Ferguson,3,3,0,0,0,0.0,0,0.0,0.0,,New Zealand,2022-07-01,2022-08-01
3683,DJ Mitchell,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2022-07-01,2022-08-01
3684,HM Nicholls,3,3,0,0,0,0.0,0,0.0,0.0,,New Zealand,2022-07-01,2022-08-01
3685,MJ Santner,3,3,0,0,0,0.0,0,0.0,0.0,,New Zealand,2022-07-01,2022-08-01
3686,IS Sodhi,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2022-07-01,2022-08-01
3687,JC Buttler,6,6,7,6,1,6.0,0,,1.166,,England,2022-07-01,2022-08-01
3688,JJ Roy,6,6,4,4,0,0.0,4,,0.666,,England,2022-07-01,2022-08-01
3689,JM Bairstow,6,6,3,3,0,0.0,3,,0.5,,England,2022-07-01,2022-08-01
3690,LS Livingstone,6,6,3,3,0,0.0,3,,0.5,,England,2022-07-01,2022-08-01
3691,BA Stokes,4,4,2,2,0,0.0,2,,0.5,,England,2022-07-01,2022-08-01
3692,SM Curran,3,3,1,1,0,0.0,1,,0.333,,England,2022-07-01,2022-08-01
3693,AU Rashid,3,3,1,1,0,0.0,1,,0.333,,England,2022-07-01,2022-08-01
3694,JE Root,6,6,1,1,0,0.0,1,,0.166,,England,2022-07-01,2022-08-01
3695,MM Ali,6,6,0,0,0,0.0,0,0.0,0.0,,England,2022-07-01,2022-08-01
3696,BA Carse,4,4,0,0,0,0.0,0,0.0,0.0,,England,2022-07-01,2022-08-01
3697,C Overton,3,3,0,0,0,0.0,0,0.0,0.0,,England,2022-07-01,2022-08-01
3698,MJ Potts,1,1,0,0,0,0.0,0,0.0,0.0,,England,2022-07-01,2022-08-01
3699,PD Salt,2,2,0,0,0,0.0,0,0.0,0.0,,England,2022-07-01,2022-08-01
3700,RJW Topley,5,5,0,0,0,0.0,0,0.0,0.0,,England,2022-07-01,2022-08-01
3701,DJ Willey,5,5,0,0,0,0.0,0,0.0,0.0,,England,2022-07-01,2022-08-01
3702,D Pretorius,3,2,4,4,0,0.0,4,,2.0,,South Africa,2022-07-01,2022-08-01
3703,DA Miller,3,2,3,3,0,0.0,3,,1.5,,South Africa,2022-07-01,2022-08-01
3704,Q de Kock,3,2,2,2,0,2.0,0,,1.0,,South Africa,2022-07-01,2022-08-01
3705,H Klaasen,3,2,1,1,0,0.0,1,,0.5,,South Africa,2022-07-01,2022-08-01
3706,AK Markram,3,2,1,1,0,0.0,1,,0.5,,South Africa,2022-07-01,2022-08-01
3707,A Nortje,3,2,1,1,0,0.0,1,,0.5,,South Africa,2022-07-01,2022-08-01
3708,T Shamsi,3,2,1,1,0,0.0,1,,0.5,,South Africa,2022-07-01,2022-08-01
3709,KA Maharaj,3,2,0,0,0,0.0,0,0.0,0.0,,South Africa,2022-07-01,2022-08-01
3710,JN Malan,3,2,0,0,0,0.0,0,0.0,0.0,,South Africa,2022-07-01,2022-08-01
3711,L Ngidi,3,2,0,0,0,0.0,0,0.0,0.0,,South Africa,2022-07-01,2022-08-01
3712,AL Phehlukwayo,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2022-07-01,2022-08-01
3713,HE van der Dussen,3,2,0,0,0,0.0,0,0.0,0.0,,South Africa,2022-07-01,2022-08-01
3714,SV Samson,3,3,5,5,0,5.0,0,,1.666,,India,2022-08-01,2022-09-01
3715,Shubman Gill,3,3,5,5,0,0.0,5,,1.666,,India,2022-08-01,2022-09-01
3716,S Dhawan,3,3,4,4,0,0.0,4,,1.333,,India,2022-08-01,2022-09-01
3717,Ishan Kishan,3,3,2,1,1,0.0,1,,0.666,,India,2022-08-01,2022-09-01
3718,AR Patel,3,3,1,1,0,0.0,1,,0.333,,India,2022-08-01,2022-09-01
3719,KL Rahul,3,3,1,1,0,0.0,1,,0.333,,India,2022-08-01,2022-09-01
3720,Avesh Khan,1,1,0,0,0,0.0,0,0.0,0.0,,India,2022-08-01,2022-09-01
3721,DL Chahar,2,2,0,0,0,0.0,0,0.0,0.0,,India,2022-08-01,2022-09-01
3722,DJ Hooda,3,3,0,0,0,0.0,0,0.0,0.0,,India,2022-08-01,2022-09-01
3723,Kuldeep Yadav,3,3,0,0,0,0.0,0,0.0,0.0,,India,2022-08-01,2022-09-01
3724,Mohammed Siraj,2,2,0,0,0,0.0,0,0.0,0.0,,India,2022-08-01,2022-09-01
3725,M Prasidh Krishna,2,2,0,0,0,0.0,0,0.0,0.0,,India,2022-08-01,2022-09-01
3726,SN Thakur,2,2,0,0,0,0.0,0,0.0,0.0,,India,2022-08-01,2022-09-01
3727,Mohammad Rizwan,2,2,3,3,0,3.0,0,,1.5,,Pakistan,2022-08-01,2022-09-01
3728,Babar Azam,3,3,2,2,0,0.0,2,,0.666,,Pakistan,2022-08-01,2022-09-01
3729,Fakhar Zaman,3,3,2,2,0,0.0,2,,0.666,,Pakistan,2022-08-01,2022-09-01
3730,Mohammad Haris,1,1,2,2,0,2.0,0,,2.0,,Pakistan,2022-08-01,2022-09-01
3731,Mohammad Nawaz (3),3,3,2,2,0,0.0,2,,0.666,,Pakistan,2022-08-01,2022-09-01
3732,Agha Salman,3,3,1,1,0,0.0,1,,0.333,,Pakistan,2022-08-01,2022-09-01
3733,Khushdil Shah,3,3,1,1,0,0.0,1,,0.333,,Pakistan,2022-08-01,2022-09-01
3734,Naseem Shah,3,3,1,1,0,0.0,1,,0.333,,Pakistan,2022-08-01,2022-09-01
3735,Abdullah Shafique,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2022-08-01,2022-09-01
3736,Haris Rauf,2,2,0,0,0,0.0,0,0.0,0.0,,Pakistan,2022-08-01,2022-09-01
3737,Imam-ul-Haq,2,2,0,0,0,0.0,0,0.0,0.0,,Pakistan,2022-08-01,2022-09-01
3738,Mohammad Wasim (1),3,3,0,0,0,0.0,0,0.0,0.0,,Pakistan,2022-08-01,2022-09-01
3739,Shadab Khan,2,2,0,0,0,0.0,0,0.0,0.0,,Pakistan,2022-08-01,2022-09-01
3740,Shahnawaz Dahani,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2022-08-01,2022-09-01
3741,Zahid Mahmood,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2022-08-01,2022-09-01
3742,Mushfiqur Rahim,3,3,4,3,1,3.0,0,,1.333,,Bangladesh,2022-08-01,2022-09-01
3743,Mehidy Hasan Miraz,3,3,2,2,0,0.0,2,,0.666,,Bangladesh,2022-08-01,2022-09-01
3744,Afif Hossain,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2022-08-01,2022-09-01
3745,Anamul Haque,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2022-08-01,2022-09-01
3746,Mosaddek Hossain,1,1,1,1,0,0.0,1,,1.0,,Bangladesh,2022-08-01,2022-09-01
3747,Shoriful Islam,2,2,1,1,0,0.0,1,,0.5,,Bangladesh,2022-08-01,2022-09-01
3748,Tamim Iqbal,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2022-08-01,2022-09-01
3749,Ebadot Hossain,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2022-08-01,2022-09-01
3750,Hasan Mahmud,2,2,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2022-08-01,2022-09-01
3751,Litton Das,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2022-08-01,2022-09-01
3752,Mahmudullah,3,3,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2022-08-01,2022-09-01
3753,Mustafizur Rahman,2,2,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2022-08-01,2022-09-01
3754,Najmul Hossain Shanto,2,2,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2022-08-01,2022-09-01
3755,Taijul Islam,2,2,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2022-08-01,2022-09-01
3756,Taskin Ahmed,2,2,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2022-08-01,2022-09-01
3757,TWM Latham,3,3,3,3,0,3.0,0,,1.0,,New Zealand,2022-08-01,2022-09-01
3758,FH Allen,3,3,2,2,0,0.0,2,,0.666,,New Zealand,2022-08-01,2022-09-01
3759,DJ Mitchell,3,3,2,2,0,0.0,2,,0.666,,New Zealand,2022-08-01,2022-09-01
3760,MJ Santner,3,3,2,2,0,0.0,2,,0.666,,New Zealand,2022-08-01,2022-09-01
3761,TA Boult,3,3,1,1,0,0.0,1,,0.333,,New Zealand,2022-08-01,2022-09-01
3762,MG Bracewell,3,3,1,1,0,0.0,1,,0.333,,New Zealand,2022-08-01,2022-09-01
3763,LH Ferguson,2,2,1,1,0,0.0,1,,0.5,,New Zealand,2022-08-01,2022-09-01
3764,MJ Guptill,3,3,1,1,0,0.0,1,,0.333,,New Zealand,2022-08-01,2022-09-01
3765,TG Southee,3,3,1,1,0,0.0,1,,0.333,,New Zealand,2022-08-01,2022-09-01
3766,KS Williamson,1,1,1,1,0,0.0,1,,1.0,,New Zealand,2022-08-01,2022-09-01
3767,DP Conway,3,3,0,0,0,0.0,0,0.0,0.0,,New Zealand,2022-08-01,2022-09-01
3768,JDS Neesham,2,2,0,0,0,0.0,0,0.0,0.0,,New Zealand,2022-08-01,2022-09-01
3769,GD Phillips,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2022-08-01,2022-09-01
3770,AT Carey,2,2,2,2,0,2.0,0,,1.0,,Australia,2022-08-01,2022-09-01
3771,GJ Maxwell,2,2,2,2,0,0.0,2,,1.0,,Australia,2022-08-01,2022-09-01
3772,MA Starc,2,2,2,2,0,0.0,2,,1.0,,Australia,2022-08-01,2022-09-01
3773,A Zampa,2,2,2,2,0,0.0,2,,1.0,,Australia,2022-08-01,2022-09-01
3774,C Green,2,2,1,1,0,0.0,1,,0.5,,Australia,2022-08-01,2022-09-01
3775,JR Hazlewood,2,2,1,1,0,0.0,1,,0.5,,Australia,2022-08-01,2022-09-01
3776,MR Marsh,1,1,1,1,0,0.0,1,,1.0,,Australia,2022-08-01,2022-09-01
